doc_title,term_str,n
ASHPUTTEL,_my_,1
ASHPUTTEL,a,21
ASHPUTTEL,about,3
ASHPUTTEL,after,2
ASHPUTTEL,afterwards,1
ASHPUTTEL,again,14
ASHPUTTEL,against,2
ASHPUTTEL,all,20
ASHPUTTEL,almost,1
ASHPUTTEL,also,1
ASHPUTTEL,altogether,1
ASHPUTTEL,always,4
ASHPUTTEL,am,1
ASHPUTTEL,amid,1
ASHPUTTEL,among,4
ASHPUTTEL,an,3
ASHPUTTEL,and,179
ASHPUTTEL,anger,1
ASHPUTTEL,another,1
ASHPUTTEL,anyone,3
ASHPUTTEL,are,2
ASHPUTTEL,as,14
ASHPUTTEL,ashes,11
ASHPUTTEL,ashheap,1
ASHPUTTEL,ashputtel,16
ASHPUTTEL,ask,1
ASHPUTTEL,asked,5
ASHPUTTEL,at,24
ASHPUTTEL,away,14
ASHPUTTEL,axe,1
ASHPUTTEL,back,11
ASHPUTTEL,ball,6
ASHPUTTEL,be,4
ASHPUTTEL,beautiful,6
ASHPUTTEL,beauty,2
ASHPUTTEL,became,1
ASHPUTTEL,bed,1
ASHPUTTEL,bedside,1
ASHPUTTEL,been,2
ASHPUTTEL,before,7
ASHPUTTEL,began,2
ASHPUTTEL,begged,2
ASHPUTTEL,begging,1
ASHPUTTEL,behind,1
ASHPUTTEL,being,1
ASHPUTTEL,beneath,1
ASHPUTTEL,beside,1
ASHPUTTEL,besides,1
ASHPUTTEL,bird,6
ASHPUTTEL,birds,2
ASHPUTTEL,blackbird,2
ASHPUTTEL,blood,3
ASHPUTTEL,both,2
ASHPUTTEL,bought,1
ASHPUTTEL,branch,1
ASHPUTTEL,bread,1
ASHPUTTEL,bride,11
ASHPUTTEL,bring,2
ASHPUTTEL,broke,1
ASHPUTTEL,broken,1
ASHPUTTEL,brought,10
ASHPUTTEL,brush,1
ASHPUTTEL,brushed,1
ASHPUTTEL,brushes,1
ASHPUTTEL,built,1
ASHPUTTEL,buried,1
ASHPUTTEL,burning,1
ASHPUTTEL,but,26
ASHPUTTEL,by,12
ASHPUTTEL,called,3
ASHPUTTEL,came,24
ASHPUTTEL,can,7
ASHPUTTEL,care,2
ASHPUTTEL,carried,1
ASHPUTTEL,carry,1
ASHPUTTEL,chaffinch,2
ASHPUTTEL,child,2
ASHPUTTEL,chimney,1
ASHPUTTEL,chirping,2
ASHPUTTEL,choose,1
ASHPUTTEL,clothes,9
ASHPUTTEL,clumsy,1
ASHPUTTEL,comb,1
ASHPUTTEL,come,5
ASHPUTTEL,cook,1
ASHPUTTEL,copse,1
ASHPUTTEL,could,5
ASHPUTTEL,course,1
ASHPUTTEL,covering,1
ASHPUTTEL,cried,6
ASHPUTTEL,crying,1
ASHPUTTEL,curtsied,1
ASHPUTTEL,cut,3
ASHPUTTEL,dance,7
ASHPUTTEL,danced,5
ASHPUTTEL,dancing,2
ASHPUTTEL,dare,1
ASHPUTTEL,daughter,3
ASHPUTTEL,daughters,4
ASHPUTTEL,day,6
ASHPUTTEL,daylight,1
ASHPUTTEL,days,1
ASHPUTTEL,dear,1
ASHPUTTEL,diamonds,2
ASHPUTTEL,did,3
ASHPUTTEL,died,1
ASHPUTTEL,dim,1
ASHPUTTEL,dirt,1
ASHPUTTEL,dirty,4
ASHPUTTEL,dish,2
ASHPUTTEL,dishes,4
ASHPUTTEL,dishful,1
ASHPUTTEL,do,1
ASHPUTTEL,does,1
ASHPUTTEL,done,4
ASHPUTTEL,door,3
ASHPUTTEL,doubt,1
ASHPUTTEL,dove,4
ASHPUTTEL,doves,4
ASHPUTTEL,down,13
ASHPUTTEL,dress,3
ASHPUTTEL,drew,2
ASHPUTTEL,dropped,1
ASHPUTTEL,dusty,1
ASHPUTTEL,early,1
ASHPUTTEL,earn,1
ASHPUTTEL,eat,1
ASHPUTTEL,eldest,1
ASHPUTTEL,else,3
ASHPUTTEL,end,2
ASHPUTTEL,even,1
ASHPUTTEL,evening,1
ASHPUTTEL,every,2
ASHPUTTEL,everyone,1
ASHPUTTEL,eyes,1
ASHPUTTEL,face,4
ASHPUTTEL,fair,2
ASHPUTTEL,false,1
ASHPUTTEL,father,11
ASHPUTTEL,feast,7
ASHPUTTEL,feet,1
ASHPUTTEL,fell,2
ASHPUTTEL,felt,1
ASHPUTTEL,find,1
ASHPUTTEL,fine,6
ASHPUTTEL,finer,2
ASHPUTTEL,fire,1
ASHPUTTEL,first,9
ASHPUTTEL,fits,1
ASHPUTTEL,fitted,1
ASHPUTTEL,flew,5
ASHPUTTEL,fluttering,1
ASHPUTTEL,fly,2
ASHPUTTEL,flying,2
ASHPUTTEL,followed,3
ASHPUTTEL,foot,3
ASHPUTTEL,for,28
ASHPUTTEL,forced,1
ASHPUTTEL,former,1
ASHPUTTEL,foul,1
ASHPUTTEL,found,2
ASHPUTTEL,friend,2
ASHPUTTEL,frightened,1
ASHPUTTEL,frock,4
ASHPUTTEL,from,6
ASHPUTTEL,fruit,1
ASHPUTTEL,full,1
ASHPUTTEL,garden,6
ASHPUTTEL,gave,3
ASHPUTTEL,gay,2
ASHPUTTEL,get,2
ASHPUTTEL,girl,4
ASHPUTTEL,go,15
ASHPUTTEL,going,2
ASHPUTTEL,gold,5
ASHPUTTEL,golden,5
ASHPUTTEL,gone,5
ASHPUTTEL,good,4
ASHPUTTEL,goodfornothing,1
ASHPUTTEL,got,3
ASHPUTTEL,grain,2
ASHPUTTEL,granted,1
ASHPUTTEL,grave,3
ASHPUTTEL,great,2
ASHPUTTEL,green,1
ASHPUTTEL,grew,1
ASHPUTTEL,grey,3
ASHPUTTEL,had,21
ASHPUTTEL,hair,1
ASHPUTTEL,half,1
ASHPUTTEL,hand,3
ASHPUTTEL,hands,1
ASHPUTTEL,happened,2
ASHPUTTEL,hard,3
ASHPUTTEL,has,1
ASHPUTTEL,haste,6
ASHPUTTEL,hat,2
ASHPUTTEL,have,10
ASHPUTTEL,hazel,1
ASHPUTTEL,hazeltree,10
ASHPUTTEL,he,27
ASHPUTTEL,heads,2
ASHPUTTEL,hear,1
ASHPUTTEL,heart,1
ASHPUTTEL,hearth,1
ASHPUTTEL,heaven,3
ASHPUTTEL,heel,1
ASHPUTTEL,held,2
ASHPUTTEL,help,3
ASHPUTTEL,her,95
ASHPUTTEL,here,2
ASHPUTTEL,herself,4
ASHPUTTEL,hid,1
ASHPUTTEL,hide,1
ASHPUTTEL,him,10
ASHPUTTEL,himself,3
ASHPUTTEL,his,15
ASHPUTTEL,hither,8
ASHPUTTEL,home,18
ASHPUTTEL,homewards,2
ASHPUTTEL,hopping,1
ASHPUTTEL,horse,5
ASHPUTTEL,hour,4
ASHPUTTEL,hours,1
ASHPUTTEL,house,4
ASHPUTTEL,however,2
ASHPUTTEL,hurry,1
ASHPUTTEL,i,7
ASHPUTTEL,if,3
ASHPUTTEL,in,21
ASHPUTTEL,into,21
ASHPUTTEL,is,12
ASHPUTTEL,it,31
ASHPUTTEL,its,2
ASHPUTTEL,jumped,2
ASHPUTTEL,kept,1
ASHPUTTEL,kind,2
ASHPUTTEL,king,12
ASHPUTTEL,kitchen,4
ASHPUTTEL,kitchenmaid,1
ASHPUTTEL,knew,2
ASHPUTTEL,knife,1
ASHPUTTEL,know,1
ASHPUTTEL,knowing,1
ASHPUTTEL,lady,5
ASHPUTTEL,lain,1
ASHPUTTEL,lamp,1
ASHPUTTEL,land,1
ASHPUTTEL,large,2
ASHPUTTEL,last,3
ASHPUTTEL,late,1
ASHPUTTEL,laughed,2
ASHPUTTEL,lay,1
ASHPUTTEL,least,1
ASHPUTTEL,left,6
ASHPUTTEL,let,2
ASHPUTTEL,lie,2
ASHPUTTEL,liked,1
ASHPUTTEL,linnets,2
ASHPUTTEL,little,15
ASHPUTTEL,lived,1
ASHPUTTEL,long,1
ASHPUTTEL,look,6
ASHPUTTEL,looked,4
ASHPUTTEL,lose,1
ASHPUTTEL,lost,1
ASHPUTTEL,lying,1
ASHPUTTEL,made,6
ASHPUTTEL,maiden,4
ASHPUTTEL,make,1
ASHPUTTEL,man,1
ASHPUTTEL,married,1
ASHPUTTEL,me,8
ASHPUTTEL,melted,1
ASHPUTTEL,might,2
ASHPUTTEL,mind,1
ASHPUTTEL,mother,13
ASHPUTTEL,much,4
ASHPUTTEL,must,2
ASHPUTTEL,my,2
ASHPUTTEL,near,1
ASHPUTTEL,nest,1
ASHPUTTEL,never,3
ASHPUTTEL,new,1
ASHPUTTEL,next,4
ASHPUTTEL,nigh,1
ASHPUTTEL,night,3
ASHPUTTEL,no,16
ASHPUTTEL,nobody,2
ASHPUTTEL,not,21
ASHPUTTEL,nothing,1
ASHPUTTEL,now,7
ASHPUTTEL,of,26
ASHPUTTEL,off,8
ASHPUTTEL,old,1
ASHPUTTEL,on,17
ASHPUTTEL,once,3
ASHPUTTEL,one,12
ASHPUTTEL,only,3
ASHPUTTEL,open,1
ASHPUTTEL,other,3
ASHPUTTEL,others,2
ASHPUTTEL,our,3
ASHPUTTEL,out,13
ASHPUTTEL,over,6
ASHPUTTEL,overjoyed,2
ASHPUTTEL,own,2
ASHPUTTEL,pale,1
ASHPUTTEL,parlour,1
ASHPUTTEL,partner,1
ASHPUTTEL,pass,1
ASHPUTTEL,pearls,2
ASHPUTTEL,peartree,2
ASHPUTTEL,peas,4
ASHPUTTEL,perched,1
ASHPUTTEL,pick,19
ASHPUTTEL,picked,2
ASHPUTTEL,pigeonhouse,3
ASHPUTTEL,plagued,1
ASHPUTTEL,planted,2
ASHPUTTEL,played,1
ASHPUTTEL,poor,1
ASHPUTTEL,prince,11
ASHPUTTEL,princess,2
ASHPUTTEL,pushed,1
ASHPUTTEL,put,10
ASHPUTTEL,queen,1
ASHPUTTEL,quick,2
ASHPUTTEL,quickly,1
ASHPUTTEL,quite,2
ASHPUTTEL,ran,2
ASHPUTTEL,reached,1
ASHPUTTEL,red,1
ASHPUTTEL,rejoicing,1
ASHPUTTEL,rich,2
ASHPUTTEL,rid,2
ASHPUTTEL,right,3
ASHPUTTEL,ripe,1
ASHPUTTEL,rise,1
ASHPUTTEL,rode,4
ASHPUTTEL,room,2
ASHPUTTEL,round,1
ASHPUTTEL,run,1
ASHPUTTEL,s,18
ASHPUTTEL,safe,1
ASHPUTTEL,said,26
ASHPUTTEL,sang,2
ASHPUTTEL,sashes,1
ASHPUTTEL,sat,3
ASHPUTTEL,saw,2
ASHPUTTEL,say,1
ASHPUTTEL,second,1
ASHPUTTEL,see,2
ASHPUTTEL,seen,1
ASHPUTTEL,send,1
ASHPUTTEL,set,4
ASHPUTTEL,shake,6
ASHPUTTEL,shall,4
ASHPUTTEL,shame,1
ASHPUTTEL,she,60
ASHPUTTEL,shoe,12
ASHPUTTEL,shoes,1
ASHPUTTEL,shook,1
ASHPUTTEL,should,6
ASHPUTTEL,shoulder,1
ASHPUTTEL,show,1
ASHPUTTEL,shut,2
ASHPUTTEL,sick,1
ASHPUTTEL,side,5
ASHPUTTEL,sight,1
ASHPUTTEL,silk,1
ASHPUTTEL,silly,1
ASHPUTTEL,silver,4
ASHPUTTEL,singing,1
ASHPUTTEL,sir,1
ASHPUTTEL,sister,1
ASHPUTTEL,sisters,7
ASHPUTTEL,sits,3
ASHPUTTEL,sky,2
ASHPUTTEL,slipped,4
ASHPUTTEL,slipper,7
ASHPUTTEL,slippers,2
ASHPUTTEL,slut,1
ASHPUTTEL,small,3
ASHPUTTEL,snow,1
ASHPUTTEL,so,13
ASHPUTTEL,some,1
ASHPUTTEL,son,10
ASHPUTTEL,song,1
ASHPUTTEL,soon,4
ASHPUTTEL,sorrowfully,1
ASHPUTTEL,sorry,1
ASHPUTTEL,sorts,1
ASHPUTTEL,spangled,1
ASHPUTTEL,sprang,1
ASHPUTTEL,spread,1
ASHPUTTEL,spring,1
ASHPUTTEL,sprung,1
ASHPUTTEL,squeezed,2
ASHPUTTEL,stairs,1
ASHPUTTEL,still,3
ASHPUTTEL,stockings,1
ASHPUTTEL,stood,2
ASHPUTTEL,stooped,1
ASHPUTTEL,strange,1
ASHPUTTEL,streamed,2
ASHPUTTEL,such,1
ASHPUTTEL,sun,1
ASHPUTTEL,sure,1
ASHPUTTEL,take,3
ASHPUTTEL,taken,1
ASHPUTTEL,taking,1
ASHPUTTEL,talked,1
ASHPUTTEL,tears,1
ASHPUTTEL,than,2
ASHPUTTEL,that,25
ASHPUTTEL,the,184
ASHPUTTEL,their,3
ASHPUTTEL,them,9
ASHPUTTEL,then,25
ASHPUTTEL,there,7
ASHPUTTEL,they,25
ASHPUTTEL,think,2
ASHPUTTEL,third,1
ASHPUTTEL,this,12
ASHPUTTEL,those,2
ASHPUTTEL,though,1
ASHPUTTEL,thought,6
ASHPUTTEL,three,2
ASHPUTTEL,threw,1
ASHPUTTEL,through,4
ASHPUTTEL,throw,1
ASHPUTTEL,thrush,2
ASHPUTTEL,thus,3
ASHPUTTEL,thy,6
ASHPUTTEL,tie,1
ASHPUTTEL,till,4
ASHPUTTEL,time,6
ASHPUTTEL,times,1
ASHPUTTEL,tired,1
ASHPUTTEL,to,80
ASHPUTTEL,toe,2
ASHPUTTEL,toes,1
ASHPUTTEL,told,3
ASHPUTTEL,too,7
ASHPUTTEL,took,10
ASHPUTTEL,towards,1
ASHPUTTEL,tree,6
ASHPUTTEL,trick,1
ASHPUTTEL,true,4
ASHPUTTEL,try,2
ASHPUTTEL,turn,1
ASHPUTTEL,turned,4
ASHPUTTEL,turtledoves,4
ASHPUTTEL,twig,2
ASHPUTTEL,two,11
ASHPUTTEL,unawares,1
ASHPUTTEL,under,3
ASHPUTTEL,unknown,2
ASHPUTTEL,up,4
ASHPUTTEL,upon,4
ASHPUTTEL,us,2
ASHPUTTEL,use,1
ASHPUTTEL,very,2
ASHPUTTEL,waited,2
ASHPUTTEL,waiting,1
ASHPUTTEL,walk,1
ASHPUTTEL,want,3
ASHPUTTEL,wanted,5
ASHPUTTEL,was,24
ASHPUTTEL,wash,1
ASHPUTTEL,washed,1
ASHPUTTEL,watch,1
ASHPUTTEL,watched,1
ASHPUTTEL,water,1
ASHPUTTEL,watered,1
ASHPUTTEL,way,2
ASHPUTTEL,ways,1
ASHPUTTEL,we,1
ASHPUTTEL,wear,2
ASHPUTTEL,went,15
ASHPUTTEL,wept,1
ASHPUTTEL,were,9
ASHPUTTEL,what,6
ASHPUTTEL,whatever,1
ASHPUTTEL,when,24
ASHPUTTEL,where,4
ASHPUTTEL,which,3
ASHPUTTEL,white,5
ASHPUTTEL,who,7
ASHPUTTEL,wife,6
ASHPUTTEL,will,8
ASHPUTTEL,window,2
ASHPUTTEL,windows,1
ASHPUTTEL,wished,1
ASHPUTTEL,with,18
ASHPUTTEL,within,1
ASHPUTTEL,without,1
ASHPUTTEL,wonder,1
ASHPUTTEL,wondered,1
ASHPUTTEL,work,4
ASHPUTTEL,worn,1
ASHPUTTEL,would,4
ASHPUTTEL,ye,4
ASHPUTTEL,you,24
ASHPUTTEL,your,3
BRIAR ROSE,a,33
BRIAR ROSE,about,3
BRIAR ROSE,after,3
BRIAR ROSE,again,2
BRIAR ROSE,ale,3
BRIAR ROSE,all,14
BRIAR ROSE,alone,1
BRIAR ROSE,also,2
BRIAR ROSE,altogether,1
BRIAR ROSE,amiss,1
BRIAR ROSE,an,3
BRIAR ROSE,and,105
BRIAR ROSE,angry,1
BRIAR ROSE,another,2
BRIAR ROSE,are,1
BRIAR ROSE,as,9
BRIAR ROSE,asked,2
BRIAR ROSE,asking,1
BRIAR ROSE,asleep,8
BRIAR ROSE,at,10
BRIAR ROSE,away,2
BRIAR ROSE,awoke,2
BRIAR ROSE,back,1
BRIAR ROSE,bank,1
BRIAR ROSE,barked,1
BRIAR ROSE,be,7
BRIAR ROSE,beat,1
BRIAR ROSE,beautiful,6
BRIAR ROSE,beauty,1
BRIAR ROSE,became,1
BRIAR ROSE,been,2
BRIAR ROSE,before,2
BRIAR ROSE,began,1
BRIAR ROSE,behaved,1
BRIAR ROSE,behind,1
BRIAR ROSE,bent,1
BRIAR ROSE,best,1
BRIAR ROSE,black,2
BRIAR ROSE,blazed,1
BRIAR ROSE,blazing,1
BRIAR ROSE,blessing,1
BRIAR ROSE,both,1
BRIAR ROSE,bottom,1
BRIAR ROSE,bought,1
BRIAR ROSE,box,2
BRIAR ROSE,boy,2
BRIAR ROSE,break,2
BRIAR ROSE,breath,1
BRIAR ROSE,briar,5
BRIAR ROSE,broomstick,1
BRIAR ROSE,brought,1
BRIAR ROSE,burnt,1
BRIAR ROSE,bushes,1
BRIAR ROSE,busily,1
BRIAR ROSE,but,14
BRIAR ROSE,butler,3
BRIAR ROSE,buzz,1
BRIAR ROSE,buzzed,1
BRIAR ROSE,by,5
BRIAR ROSE,called,2
BRIAR ROSE,came,11
BRIAR ROSE,cap,2
BRIAR ROSE,cease,1
BRIAR ROSE,chambers,1
BRIAR ROSE,child,2
BRIAR ROSE,children,1
BRIAR ROSE,chimneys,1
BRIAR ROSE,clothes,1
BRIAR ROSE,coach,1
BRIAR ROSE,come,3
BRIAR ROSE,cook,3
BRIAR ROSE,couch,1
BRIAR ROSE,could,6
BRIAR ROSE,country,1
BRIAR ROSE,court,5
BRIAR ROSE,courtyard,1
BRIAR ROSE,cried,1
BRIAR ROSE,daughter,5
BRIAR ROSE,day,4
BRIAR ROSE,days,1
BRIAR ROSE,dead,3
BRIAR ROSE,dear,1
BRIAR ROSE,deep,1
BRIAR ROSE,die,1
BRIAR ROSE,died,2
BRIAR ROSE,dininghall,1
BRIAR ROSE,dinner,2
BRIAR ROSE,dishes,1
BRIAR ROSE,do,1
BRIAR ROSE,dogs,3
BRIAR ROSE,doing,1
BRIAR ROSE,done,2
BRIAR ROSE,door,4
BRIAR ROSE,down,3
BRIAR ROSE,draught,2
BRIAR ROSE,drew,1
BRIAR ROSE,drink,2
BRIAR ROSE,each,2
BRIAR ROSE,ear,2
BRIAR ROSE,ease,1
BRIAR ROSE,eat,2
BRIAR ROSE,eleven,2
BRIAR ROSE,ended,1
BRIAR ROSE,ending,1
BRIAR ROSE,even,2
BRIAR ROSE,ever,2
BRIAR ROSE,every,3
BRIAR ROSE,everyone,1
BRIAR ROSE,everything,1
BRIAR ROSE,evil,2
BRIAR ROSE,eyes,2
BRIAR ROSE,fairies,7
BRIAR ROSE,fairy,2
BRIAR ROSE,fall,2
BRIAR ROSE,fallen,1
BRIAR ROSE,farther,1
BRIAR ROSE,fast,4
BRIAR ROSE,feast,4
BRIAR ROSE,feet,2
BRIAR ROSE,fell,4
BRIAR ROSE,fields,1
BRIAR ROSE,fifteen,1
BRIAR ROSE,fifteenth,1
BRIAR ROSE,fine,1
BRIAR ROSE,finished,1
BRIAR ROSE,fire,2
BRIAR ROSE,first,1
BRIAR ROSE,fish,3
BRIAR ROSE,flew,1
BRIAR ROSE,flies,3
BRIAR ROSE,flowering,1
BRIAR ROSE,for,10
BRIAR ROSE,forced,1
BRIAR ROSE,foretold,1
BRIAR ROSE,forward,1
BRIAR ROSE,fowl,2
BRIAR ROSE,friendly,1
BRIAR ROSE,friends,1
BRIAR ROSE,frighten,1
BRIAR ROSE,from,4
BRIAR ROSE,fulfilled,4
BRIAR ROSE,garden,1
BRIAR ROSE,gasping,1
BRIAR ROSE,gathered,1
BRIAR ROSE,gave,4
BRIAR ROSE,gazed,1
BRIAR ROSE,gift,2
BRIAR ROSE,gifts,2
BRIAR ROSE,girl,1
BRIAR ROSE,give,1
BRIAR ROSE,given,2
BRIAR ROSE,go,2
BRIAR ROSE,going,3
BRIAR ROSE,golden,2
BRIAR ROSE,good,5
BRIAR ROSE,goodness,1
BRIAR ROSE,goose,2
BRIAR ROSE,grandfather,1
BRIAR ROSE,great,4
BRIAR ROSE,grew,1
BRIAR ROSE,grieved,1
BRIAR ROSE,ground,1
BRIAR ROSE,had,20
BRIAR ROSE,hair,1
BRIAR ROSE,hand,3
BRIAR ROSE,hands,1
BRIAR ROSE,happened,1
BRIAR ROSE,happily,1
BRIAR ROSE,have,2
BRIAR ROSE,he,18
BRIAR ROSE,head,4
BRIAR ROSE,heads,2
BRIAR ROSE,hear,1
BRIAR ROSE,heard,2
BRIAR ROSE,hearth,1
BRIAR ROSE,hedge,1
BRIAR ROSE,heels,1
BRIAR ROSE,her,25
BRIAR ROSE,herself,1
BRIAR ROSE,hidden,1
BRIAR ROSE,high,2
BRIAR ROSE,higher,1
BRIAR ROSE,him,6
BRIAR ROSE,hinder,1
BRIAR ROSE,his,8
BRIAR ROSE,hold,2
BRIAR ROSE,holding,1
BRIAR ROSE,home,2
BRIAR ROSE,hoped,1
BRIAR ROSE,horses,3
BRIAR ROSE,housetop,1
BRIAR ROSE,how,5
BRIAR ROSE,however,3
BRIAR ROSE,humming,1
BRIAR ROSE,hundred,2
BRIAR ROSE,i,3
BRIAR ROSE,if,1
BRIAR ROSE,in,26
BRIAR ROSE,indeed,1
BRIAR ROSE,into,7
BRIAR ROSE,is,1
BRIAR ROSE,it,15
BRIAR ROSE,its,2
BRIAR ROSE,itself,1
BRIAR ROSE,jack,2
BRIAR ROSE,joy,1
BRIAR ROSE,jug,2
BRIAR ROSE,jumped,1
BRIAR ROSE,just,2
BRIAR ROSE,key,1
BRIAR ROSE,kind,1
BRIAR ROSE,kindness,1
BRIAR ROSE,king,15
BRIAR ROSE,kingdom,2
BRIAR ROSE,kings,1
BRIAR ROSE,kinsmen,1
BRIAR ROSE,kiss,1
BRIAR ROSE,kissed,1
BRIAR ROSE,kitchen,2
BRIAR ROSE,kitchenboy,1
BRIAR ROSE,knew,1
BRIAR ROSE,know,1
BRIAR ROSE,lady,2
BRIAR ROSE,laid,1
BRIAR ROSE,land,3
BRIAR ROSE,lap,1
BRIAR ROSE,large,1
BRIAR ROSE,last,4
BRIAR ROSE,lay,4
BRIAR ROSE,leave,1
BRIAR ROSE,left,2
BRIAR ROSE,let,1
BRIAR ROSE,lifeless,1
BRIAR ROSE,lifted,1
BRIAR ROSE,lips,2
BRIAR ROSE,little,9
BRIAR ROSE,lived,1
BRIAR ROSE,lives,1
BRIAR ROSE,long,2
BRIAR ROSE,looked,3
BRIAR ROSE,looking,1
BRIAR ROSE,loved,1
BRIAR ROSE,maid,2
BRIAR ROSE,make,1
BRIAR ROSE,man,2
BRIAR ROSE,many,5
BRIAR ROSE,married,2
BRIAR ROSE,me,2
BRIAR ROSE,meantime,1
BRIAR ROSE,merry,1
BRIAR ROSE,might,1
BRIAR ROSE,mischief,1
BRIAR ROSE,moment,2
BRIAR ROSE,money,1
BRIAR ROSE,mother,1
BRIAR ROSE,much,2
BRIAR ROSE,must,1
BRIAR ROSE,narrow,1
BRIAR ROSE,nearly,1
BRIAR ROSE,neighbours,1
BRIAR ROSE,no,1
BRIAR ROSE,nobles,1
BRIAR ROSE,nodded,1
BRIAR ROSE,noise,1
BRIAR ROSE,none,1
BRIAR ROSE,not,9
BRIAR ROSE,nothing,1
BRIAR ROSE,now,5
BRIAR ROSE,of,21
BRIAR ROSE,off,3
BRIAR ROSE,old,8
BRIAR ROSE,on,21
BRIAR ROSE,once,1
BRIAR ROSE,one,3
BRIAR ROSE,only,3
BRIAR ROSE,open,1
BRIAR ROSE,opened,2
BRIAR ROSE,or,1
BRIAR ROSE,ordered,1
BRIAR ROSE,other,1
BRIAR ROSE,our,1
BRIAR ROSE,out,6
BRIAR ROSE,over,1
BRIAR ROSE,palace,7
BRIAR ROSE,pass,1
BRIAR ROSE,pigeons,3
BRIAR ROSE,pity,1
BRIAR ROSE,plenty,3
BRIAR ROSE,plucked,1
BRIAR ROSE,plucking,1
BRIAR ROSE,poor,1
BRIAR ROSE,presently,1
BRIAR ROSE,prettily,1
BRIAR ROSE,prince,3
BRIAR ROSE,princes,1
BRIAR ROSE,princess,5
BRIAR ROSE,prophecy,1
BRIAR ROSE,pulling,1
BRIAR ROSE,queen,11
BRIAR ROSE,ready,1
BRIAR ROSE,really,1
BRIAR ROSE,red,2
BRIAR ROSE,reigned,1
BRIAR ROSE,report,1
BRIAR ROSE,return,1
BRIAR ROSE,revenge,1
BRIAR ROSE,riches,1
BRIAR ROSE,ride,1
BRIAR ROSE,ring,1
BRIAR ROSE,river,2
BRIAR ROSE,roof,2
BRIAR ROSE,room,1
BRIAR ROSE,rooms,1
BRIAR ROSE,rose,5
BRIAR ROSE,round,5
BRIAR ROSE,roved,1
BRIAR ROSE,s,7
BRIAR ROSE,said,8
BRIAR ROSE,sat,3
BRIAR ROSE,save,1
BRIAR ROSE,saw,2
BRIAR ROSE,scarcely,1
BRIAR ROSE,scolded,1
BRIAR ROSE,see,1
BRIAR ROSE,seen,1
BRIAR ROSE,set,1
BRIAR ROSE,several,1
BRIAR ROSE,shall,3
BRIAR ROSE,she,19
BRIAR ROSE,shoes,2
BRIAR ROSE,shook,1
BRIAR ROSE,should,3
BRIAR ROSE,show,1
BRIAR ROSE,shrubs,1
BRIAR ROSE,shut,1
BRIAR ROSE,side,1
BRIAR ROSE,sleep,2
BRIAR ROSE,sleeping,2
BRIAR ROSE,slept,3
BRIAR ROSE,slyly,1
BRIAR ROSE,smiled,1
BRIAR ROSE,so,15
BRIAR ROSE,soften,1
BRIAR ROSE,something,1
BRIAR ROSE,son,1
BRIAR ROSE,sons,1
BRIAR ROSE,soon,4
BRIAR ROSE,soundly,1
BRIAR ROSE,spin,1
BRIAR ROSE,spindle,4
BRIAR ROSE,spindles,1
BRIAR ROSE,spinning,2
BRIAR ROSE,spit,3
BRIAR ROSE,sprang,1
BRIAR ROSE,stables,2
BRIAR ROSE,staircase,1
BRIAR ROSE,standing,2
BRIAR ROSE,still,7
BRIAR ROSE,stood,3
BRIAR ROSE,stooped,1
BRIAR ROSE,stopped,1
BRIAR ROSE,story,1
BRIAR ROSE,stuck,2
BRIAR ROSE,surrounded,1
BRIAR ROSE,swam,1
BRIAR ROSE,take,2
BRIAR ROSE,tasting,1
BRIAR ROSE,that,22
BRIAR ROSE,the,141
BRIAR ROSE,their,7
BRIAR ROSE,them,5
BRIAR ROSE,themselves,1
BRIAR ROSE,then,6
BRIAR ROSE,there,11
BRIAR ROSE,they,10
BRIAR ROSE,thick,1
BRIAR ROSE,thicker,1
BRIAR ROSE,thicket,4
BRIAR ROSE,thing,1
BRIAR ROSE,things,1
BRIAR ROSE,thirteen,1
BRIAR ROSE,thirteenth,1
BRIAR ROSE,this,5
BRIAR ROSE,thorns,3
BRIAR ROSE,those,1
BRIAR ROSE,though,1
BRIAR ROSE,threatened,1
BRIAR ROSE,threw,1
BRIAR ROSE,through,4
BRIAR ROSE,thrown,1
BRIAR ROSE,thus,1
BRIAR ROSE,till,4
BRIAR ROSE,time,3
BRIAR ROSE,to,29
BRIAR ROSE,together,2
BRIAR ROSE,told,2
BRIAR ROSE,too,2
BRIAR ROSE,took,3
BRIAR ROSE,touched,1
BRIAR ROSE,tower,2
BRIAR ROSE,tried,3
BRIAR ROSE,try,1
BRIAR ROSE,tune,1
BRIAR ROSE,turned,1
BRIAR ROSE,turning,1
BRIAR ROSE,turns,1
BRIAR ROSE,twelfth,1
BRIAR ROSE,twelve,2
BRIAR ROSE,under,2
BRIAR ROSE,up,5
BRIAR ROSE,upon,6
BRIAR ROSE,very,8
BRIAR ROSE,walking,1
BRIAR ROSE,walls,3
BRIAR ROSE,wand,1
BRIAR ROSE,was,27
BRIAR ROSE,water,2
BRIAR ROSE,way,1
BRIAR ROSE,wear,1
BRIAR ROSE,wedding,1
BRIAR ROSE,well,1
BRIAR ROSE,went,9
BRIAR ROSE,were,10
BRIAR ROSE,what,3
BRIAR ROSE,wheel,1
BRIAR ROSE,when,3
BRIAR ROSE,where,1
BRIAR ROSE,which,3
BRIAR ROSE,while,1
BRIAR ROSE,white,1
BRIAR ROSE,who,5
BRIAR ROSE,why,1
BRIAR ROSE,will,3
