term_str,n,p,i,n_chars,max_pos_group,max_pos,porter_stem,stop,df,idf,tfidf_mean,dfidf,dp,di,dh,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,sentiment
moved,3,2.968944837004929e-05,15.039690186137085,5,VB,VBD,move,0,3,4.369233809665719,0.0001984019954495,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,,,,,,,,,,,
hearse,3,2.968944837004929e-05,15.039690186137085,6,NN,NN,hears,0,1,5.954196310386875,0.0001533295758825,5.954196310386875,0.0161290322580645,5.954196310386875,0.0960354243610786,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0
crowed,3,2.968944837004929e-05,15.039690186137085,6,VB,VBN,crow,0,3,4.369233809665719,0.0001532684831659,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,,,,,,,,,,,
log,3,2.968944837004929e-05,15.039690186137085,3,NN,NN,log,0,2,4.954196310386875,0.0001180712108471,9.90839262077375,0.032258064516129,4.954196310386875,0.1598127842060282,,,,,,,,,,,
mourned,3,2.968944837004929e-05,15.039690186137085,7,VB,VBD,mourn,0,3,4.369233809665719,0.0001485457985075,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,,,,,,,,,,,
snored,3,2.968944837004929e-05,15.039690186137085,6,VB,VBD,snore,0,3,4.369233809665719,0.0001288043042003,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,,,,,,,,,,,
contented,3,2.968944837004929e-05,15.039690186137085,9,VB,VBN,content,0,2,4.954196310386875,0.0001333839483836,9.90839262077375,0.032258064516129,4.954196310386875,0.1598127842060282,,,,,,,,,,,
rosetrees,3,2.968944837004929e-05,15.039690186137085,9,NN,NNS,rosetre,0,1,5.954196310386875,0.0001183187979807,5.954196310386875,0.0161290322580645,5.954196310386875,0.0960354243610786,,,,,,,,,,,
cheerful,3,2.968944837004929e-05,15.039690186137085,8,JJ,JJ,cheer,0,3,4.369233809665719,8.492522392910561e-05,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
goodness,3,2.968944837004929e-05,15.039690186137085,8,NN,NN,good,0,3,4.369233809665719,0.0001093319544306,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
seeks,3,2.968944837004929e-05,15.039690186137085,5,VB,VBZ,seek,0,3,4.369233809665719,0.00015578672532,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,,,,,,,,,,,
safety,3,2.968944837004929e-05,15.039690186137085,6,NN,NN,safeti,0,3,4.369233809665719,0.0001181938891597,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,,,,,,,,,,,
signal,3,2.968944837004929e-05,15.039690186137085,6,NN,NN,signal,0,3,4.369233809665719,0.0001687322165153,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,,,,,,,,,,,
catching,3,2.968944837004929e-05,15.039690186137085,8,VB,VBG,catch,0,2,4.954196310386875,0.0001658821982562,9.90839262077375,0.032258064516129,4.954196310386875,0.1598127842060282,,,,,,,,,,,
pierced,3,2.968944837004929e-05,15.039690186137085,7,VB,VBD,pierc,0,3,4.369233809665719,0.000106575303238,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,,,,,,,,,,,
beam,3,2.968944837004929e-05,15.039690186137085,4,NN,NN,beam,0,3,4.369233809665719,0.0001119155700188,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
bushes,3,2.968944837004929e-05,15.039690186137085,6,NN,NNS,bush,0,3,4.369233809665719,0.0001681726962254,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,,,,,,,,,,,
turnips,3,2.968944837004929e-05,15.039690186137085,7,NN,NNS,turnip,0,1,5.954196310386875,0.0002492268798297,5.954196310386875,0.0161290322580645,5.954196310386875,0.0960354243610786,,,,,,,,,,,
threatened,3,2.968944837004929e-05,15.039690186137085,10,VB,VBD,threaten,0,3,4.369233809665719,0.0001214482373191,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,,,,,,,,,,,
harness,3,2.968944837004929e-05,15.039690186137085,7,NN,NN,har,0,3,4.369233809665719,0.000123915931185,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,,,,,,,,,,,
pointed,3,2.968944837004929e-05,15.039690186137085,7,VB,VBD,point,0,2,4.954196310386875,0.0004488795368365,9.90839262077375,0.032258064516129,4.954196310386875,0.1598127842060282,,,,,,,,,,,
vagabonds,3,2.968944837004929e-05,15.039690186137085,9,NN,NNS,vagabond,0,2,4.954196310386875,0.0001180712108471,9.90839262077375,0.032258064516129,4.954196310386875,0.1598127842060282,,,,,,,,,,,
spinning,3,2.968944837004929e-05,15.039690186137085,8,NN,NN,spin,0,2,4.954196310386875,0.0001367253428178,9.90839262077375,0.032258064516129,4.954196310386875,0.1598127842060282,,,,,,,,,,,
sorely,3,2.968944837004929e-05,15.039690186137085,6,RB,RB,sore,0,3,4.369233809665719,0.0001667253790198,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0
staircase,3,2.968944837004929e-05,15.039690186137085,9,NN,NN,staircas,0,3,4.369233809665719,0.000138093566121,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,,,,,,,,,,,
train,3,2.968944837004929e-05,15.039690186137085,5,NN,NN,train,0,3,4.369233809665719,9.287041078562444e-05,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,,,,,,,,,,,
unto,3,2.968944837004929e-05,15.039690186137085,4,JJ,JJ,unto,0,3,4.369233809665719,0.0001567236265698,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,,,,,,,,,,,
fellows,3,2.968944837004929e-05,15.039690186137085,7,NN,NNS,fellow,0,3,4.369233809665719,0.0001218350344821,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,,,,,,,,,,,
tread,3,2.968944837004929e-05,15.039690186137085,5,VB,VB,tread,0,3,4.369233809665719,9.425264281404934e-05,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,,,,,,,,,,,
minds,3,2.968944837004929e-05,15.039690186137085,5,NN,NNS,mind,0,3,4.369233809665719,0.0001045483968254,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,,,,,,,,,,,
baby,3,2.968944837004929e-05,15.039690186137085,4,NN,NN,babi,0,1,5.954196310386875,0.0002509636525115,5.954196310386875,0.0161290322580645,5.954196310386875,0.0960354243610786,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
grove,3,2.968944837004929e-05,15.039690186137085,5,NN,NN,grove,0,2,4.954196310386875,0.0001333598659958,9.90839262077375,0.032258064516129,4.954196310386875,0.1598127842060282,,,,,,,,,,,
lead,3,2.968944837004929e-05,15.039690186137085,4,VB,VB,lead,0,3,4.369233809665719,0.0001345462181412,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,,,,,,,,,,,
pigeons,3,2.968944837004929e-05,15.039690186137085,7,NN,NNS,pigeon,0,1,5.954196310386875,0.0001897933287768,5.954196310386875,0.0161290322580645,5.954196310386875,0.0960354243610786,,,,,,,,,,,
scythe,3,2.968944837004929e-05,15.039690186137085,6,NN,NN,scyth,0,1,5.954196310386875,0.0001133830275809,5.954196310386875,0.0161290322580645,5.954196310386875,0.0960354243610786,,,,,,,,,,,
behaved,3,2.968944837004929e-05,15.039690186137085,7,VB,VBD,behav,0,3,4.369233809665719,0.000266309645595,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,,,,,,,,,,,
informed,3,2.968944837004929e-05,15.039690186137085,8,VB,VBN,inform,0,2,4.954196310386875,0.0001223002155304,9.90839262077375,0.032258064516129,4.954196310386875,0.1598127842060282,,,,,,,,,,,
butler,3,2.968944837004929e-05,15.039690186137085,6,NN,NN,butler,0,1,5.954196310386875,0.0001897933287768,5.954196310386875,0.0161290322580645,5.954196310386875,0.0960354243610786,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
kitchenmaid,3,2.968944837004929e-05,15.039690186137085,11,NN,NN,kitchenmaid,0,2,4.954196310386875,0.0001387725050364,9.90839262077375,0.032258064516129,4.954196310386875,0.1598127842060282,,,,,,,,,,,
agree,3,2.968944837004929e-05,15.039690186137085,5,VB,VB,agre,0,3,4.369233809665719,0.0001666354629473,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,,,,,,,,,,,
fireplace,3,2.968944837004929e-05,15.039690186137085,9,NN,NN,fireplac,0,1,5.954196310386875,0.0001533295758825,5.954196310386875,0.0161290322580645,5.954196310386875,0.0960354243610786,,,,,,,,,,,
test,3,2.968944837004929e-05,15.039690186137085,4,NN,NN,test,0,2,4.954196310386875,0.0003445884377477,9.90839262077375,0.032258064516129,4.954196310386875,0.1598127842060282,,,,,,,,,,,
hare,3,2.968944837004929e-05,15.039690186137085,4,NN,NN,hare,0,3,4.369233809665719,0.0002777516454016,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,,,,,,,,,,,
animal,3,2.968944837004929e-05,15.039690186137085,6,NN,NN,anim,0,3,4.369233809665719,0.0001636797957926,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,,,,,,,,,,,
scarlet,3,2.968944837004929e-05,15.039690186137085,7,NN,NN,scarlet,0,1,5.954196310386875,0.0001015173619038,5.954196310386875,0.0161290322580645,5.954196310386875,0.0960354243610786,,,,,,,,,,,
hadst,3,2.968944837004929e-05,15.039690186137085,5,NN,NN,hadst,0,1,5.954196310386875,0.0001945349581925,5.954196310386875,0.0161290322580645,5.954196310386875,0.0960354243610786,,,,,,,,,,,
henceforth,3,2.968944837004929e-05,15.039690186137085,10,IN,IN,henceforth,0,3,4.369233809665719,0.0003852426618546,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,,,,,,,,,,,
condemned,3,2.968944837004929e-05,15.039690186137085,9,VB,VBD,condemn,0,3,4.369233809665719,0.0001219502924106,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,,,,,,,,,,,
boldly,3,2.968944837004929e-05,15.039690186137085,6,RB,RB,boldli,0,2,4.954196310386875,0.0002062355013529,9.90839262077375,0.032258064516129,4.954196310386875,0.1598127842060282,,,,,,,,,,,
halfway,3,2.968944837004929e-05,15.039690186137085,7,JJ,JJ,halfway,0,2,4.954196310386875,9.179314862106976e-05,9.90839262077375,0.032258064516129,4.954196310386875,0.1598127842060282,,,,,,,,,,,
sticking,3,2.968944837004929e-05,15.039690186137085,8,VB,VBG,stick,0,2,4.954196310386875,0.0001817610141432,9.90839262077375,0.032258064516129,4.954196310386875,0.1598127842060282,,,,,,,,,,,
yours,3,2.968944837004929e-05,15.039690186137085,5,NN,NNS,your,1,3,4.369233809665719,0.000155874921059,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,,,,,,,,,,,
tricks,3,2.968944837004929e-05,15.039690186137085,6,NN,NNS,trick,0,3,4.369233809665719,8.49763755257139e-05,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,,,,,,,,,,,
wooer,3,2.968944837004929e-05,15.039690186137085,5,NN,NN,wooer,0,2,4.954196310386875,0.0004235560704596,9.90839262077375,0.032258064516129,4.954196310386875,0.1598127842060282,,,,,,,,,,,
mousehole,3,2.968944837004929e-05,15.039690186137085,9,JJ,JJ,mousehol,0,1,5.954196310386875,0.0001133830275809,5.954196310386875,0.0161290322580645,5.954196310386875,0.0960354243610786,,,,,,,,,,,
peck,3,2.968944837004929e-05,15.039690186137085,4,VB,VB,peck,0,1,5.954196310386875,0.0002137286892308,5.954196310386875,0.0161290322580645,5.954196310386875,0.0960354243610786,,,,,,,,,,,
match,3,2.968944837004929e-05,15.039690186137085,5,NN,NN,match,0,2,4.954196310386875,0.0001544026130439,9.90839262077375,0.032258064516129,4.954196310386875,0.1598127842060282,,,,,,,,,,,
shelf,3,2.968944837004929e-05,15.039690186137085,5,NN,NN,shelf,0,2,4.954196310386875,0.0001444319002107,9.90839262077375,0.032258064516129,4.954196310386875,0.1598127842060282,,,,,,,,,,,
twenty,3,2.968944837004929e-05,15.039690186137085,6,CD,CD,twenti,0,2,4.954196310386875,0.0001083037236801,9.90839262077375,0.032258064516129,4.954196310386875,0.1598127842060282,,,,,,,,,,,
stockings,3,2.968944837004929e-05,15.039690186137085,9,NN,NNS,stock,0,2,4.954196310386875,0.0004558978059179,9.90839262077375,0.032258064516129,4.954196310386875,0.1598127842060282,,,,,,,,,,,
trotted,3,2.968944837004929e-05,15.039690186137085,7,VB,VBD,trot,0,3,4.369233809665719,0.0001667526583787,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,,,,,,,,,,,
beans,3,2.968944837004929e-05,15.039690186137085,5,NN,NNS,bean,0,1,5.954196310386875,0.0005716394307207,5.954196310386875,0.0161290322580645,5.954196310386875,0.0960354243610786,,,,,,,,,,,
nose,3,2.968944837004929e-05,15.039690186137085,4,JJ,JJ,nose,0,2,4.954196310386875,0.0001179075858486,9.90839262077375,0.032258064516129,4.954196310386875,0.1598127842060282,,,,,,,,,,,
crushed,3,2.968944837004929e-05,15.039690186137085,7,VB,VBN,crush,0,3,4.369233809665719,0.0001028334277269,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0
cruel,3,2.968944837004929e-05,15.039690186137085,5,NN,NN,cruel,0,2,4.954196310386875,0.000185088693637,9.90839262077375,0.032258064516129,4.954196310386875,0.1598127842060282,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0
sin,3,2.968944837004929e-05,15.039690186137085,3,NN,NN,sin,0,2,4.954196310386875,0.0002083321234555,9.90839262077375,0.032258064516129,4.954196310386875,0.1598127842060282,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0
whu,3,2.968944837004929e-05,15.039690186137085,3,NN,NN,whu,0,1,5.954196310386875,0.0002531689570151,5.954196310386875,0.0161290322580645,5.954196310386875,0.0960354243610786,,,,,,,,,,,
tu,3,2.968944837004929e-05,15.039690186137085,2,NN,NNP,tu,0,1,5.954196310386875,0.0002531689570151,5.954196310386875,0.0161290322580645,5.954196310386875,0.0960354243610786,,,,,,,,,,,
streamed,3,2.968944837004929e-05,15.039690186137085,8,VB,VBD,stream,0,2,4.954196310386875,8.646643182458947e-05,9.90839262077375,0.032258064516129,4.954196310386875,0.1598127842060282,,,,,,,,,,,
dazzling,3,2.968944837004929e-05,15.039690186137085,8,VB,VBG,dazzl,0,3,4.369233809665719,9.428925835519792e-05,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,,,,,,,,,,,
nightingale,3,2.968944837004929e-05,15.039690186137085,11,NN,NN,nightingal,0,1,5.954196310386875,0.0002531689570151,5.954196310386875,0.0161290322580645,5.954196310386875,0.0960354243610786,,,,,,,,,,,
traveller,3,2.968944837004929e-05,15.039690186137085,9,NN,NN,travel,0,3,4.369233809665719,8.663722249935602e-05,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,,,,,,,,,,,
skilful,3,2.968944837004929e-05,15.039690186137085,7,JJ,JJ,skil,0,3,4.369233809665719,0.0001133750074813,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,,,,,,,,,,,
frogs,3,2.968944837004929e-05,15.039690186137085,5,NN,NNS,frog,0,1,5.954196310386875,0.0003042304890002,5.954196310386875,0.0161290322580645,5.954196310386875,0.0960354243610786,,,,,,,,,,,
latter,3,2.968944837004929e-05,15.039690186137085,6,NN,NN,latter,0,3,4.369233809665719,0.0001246226980471,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,,,,,,,,,,,
belongs,3,2.968944837004929e-05,15.039690186137085,7,VB,VBZ,belong,0,2,4.954196310386875,0.000128920109633,9.90839262077375,0.032258064516129,4.954196310386875,0.1598127842060282,,,,,,,,,,,
prepare,3,2.968944837004929e-05,15.039690186137085,7,VB,VB,prepar,0,3,4.369233809665719,0.0003627544320533,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
misery,3,2.968944837004929e-05,15.039690186137085,6,NN,NN,miseri,0,2,4.954196310386875,0.0001389781804207,9.90839262077375,0.032258064516129,4.954196310386875,0.1598127842060282,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0
avail,3,2.968944837004929e-05,15.039690186137085,5,NN,NN,avail,0,3,4.369233809665719,0.0001766637889625,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,,,,,,,,,,,
commands,3,2.968944837004929e-05,15.039690186137085,8,NN,NNS,command,0,1,5.954196310386875,0.0001647262853534,5.954196310386875,0.0161290322580645,5.954196310386875,0.0960354243610786,,,,,,,,,,,
pleasure,3,2.968944837004929e-05,15.039690186137085,8,NN,NN,pleasur,0,3,4.369233809665719,0.0001129232501353,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,,,,,,,,,,,
sung,3,2.968944837004929e-05,15.039690186137085,4,VB,VBN,sung,0,2,4.954196310386875,0.0001360645813095,9.90839262077375,0.032258064516129,4.954196310386875,0.1598127842060282,,,,,,,,,,,
swam,3,2.968944837004929e-05,15.039690186137085,4,VB,JJ,swam,0,3,4.369233809665719,0.0001589782530524,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,,,,,,,,,,,
count,3,2.968944837004929e-05,15.039690186137085,5,NN,NN,count,0,2,4.954196310386875,0.000202730706067,9.90839262077375,0.032258064516129,4.954196310386875,0.1598127842060282,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
refuse,3,2.968944837004929e-05,15.039690186137085,6,VB,VB,refus,0,3,4.369233809665719,0.000178951435517,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,,,,,,,,,,,
discovered,3,2.968944837004929e-05,15.039690186137085,10,VB,VBN,discov,0,3,4.369233809665719,0.0001051480230641,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,,,,,,,,,,,
comfortably,3,2.968944837004929e-05,15.039690186137085,11,RB,RB,comfort,0,2,4.954196310386875,0.0002270585883084,9.90839262077375,0.032258064516129,4.954196310386875,0.1598127842060282,,,,,,,,,,,
crack,3,2.968944837004929e-05,15.039690186137085,5,NN,NN,crack,0,3,4.369233809665719,0.0001052798854035,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,,,,,,,,,,,
sixth,3,2.968944837004929e-05,15.039690186137085,5,JJ,JJ,sixth,0,3,4.369233809665719,0.0001410678978556,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,,,,,,,,,,,
spiteful,3,2.968944837004929e-05,15.039690186137085,8,JJ,JJ,spite,0,3,4.369233809665719,0.0001357965195027,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0
revealed,3,2.968944837004929e-05,15.039690186137085,8,VB,VBD,reveal,0,3,4.369233809665719,0.0001915580655568,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,,,,,,,,,,,
entire,3,2.968944837004929e-05,15.039690186137085,6,JJ,JJ,entir,0,3,4.369233809665719,0.0001131506022018,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,,,,,,,,,,,
wilt,3,2.968944837004929e-05,15.039690186137085,4,NN,NN,wilt,0,2,4.954196310386875,0.0001370707888921,9.90839262077375,0.032258064516129,4.954196310386875,0.1598127842060282,,,,,,,,,,,
benches,3,2.968944837004929e-05,15.039690186137085,7,NN,NNS,bench,0,3,4.369233809665719,0.0001638110479807,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,,,,,,,,,,,
suitors,3,2.968944837004929e-05,15.039690186137085,7,NN,NNS,suitor,0,3,4.369233809665719,0.0004073099608081,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,,,,,,,,,,,
jump,3,2.968944837004929e-05,15.039690186137085,4,NN,NN,jump,0,3,4.369233809665719,7.944272137505819e-05,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
thoughtful,3,2.968944837004929e-05,15.039690186137085,10,JJ,JJ,thought,0,3,4.369233809665719,0.0001744105682312,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
braids,3,2.968944837004929e-05,15.039690186137085,6,NN,NNS,braid,0,1,5.954196310386875,0.0002038968670086,5.954196310386875,0.0161290322580645,5.954196310386875,0.0960354243610786,,,,,,,,,,,
waters,3,2.968944837004929e-05,15.039690186137085,6,NN,NNS,water,0,2,4.954196310386875,0.0001002069551274,9.90839262077375,0.032258064516129,4.954196310386875,0.1598127842060282,,,,,,,,,,,
comrades,3,2.968944837004929e-05,15.039690186137085,8,NN,NNS,comrad,0,3,4.369233809665719,0.0002317065784214,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,,,,,,,,,,,
climb,3,2.968944837004929e-05,15.039690186137085,5,VB,VB,climb,0,3,4.369233809665719,0.0003203349403676,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,,,,,,,,,,,
greedy,3,2.968944837004929e-05,15.039690186137085,6,JJ,JJ,greedi,0,3,4.369233809665719,0.000161872091851,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0
unawares,3,2.968944837004929e-05,15.039690186137085,8,NN,NNS,unawar,0,3,4.369233809665719,8.20133658462914e-05,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,,,,,,,,,,,
ha,3,2.968944837004929e-05,15.039690186137085,2,NN,NNP,ha,0,2,4.954196310386875,7.962582798169527e-05,9.90839262077375,0.032258064516129,4.954196310386875,0.1598127842060282,,,,,,,,,,,
tight,3,2.968944837004929e-05,15.039690186137085,5,JJ,JJ,tight,0,2,4.954196310386875,9.912122010262168e-05,9.90839262077375,0.032258064516129,4.954196310386875,0.1598127842060282,,,,,,,,,,,
overtake,3,2.968944837004929e-05,15.039690186137085,8,VB,VB,overtak,0,3,4.369233809665719,0.0002448363433484,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,,,,,,,,,,,
deserve,3,2.968944837004929e-05,15.039690186137085,7,VB,VBP,deserv,0,2,4.954196310386875,0.000168683673012,9.90839262077375,0.032258064516129,4.954196310386875,0.1598127842060282,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
fools,3,2.968944837004929e-05,15.039690186137085,5,VB,VBP,fool,0,3,4.369233809665719,0.0001213138117163,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,,,,,,,,,,,
lace,3,2.968944837004929e-05,15.039690186137085,4,NN,NN,lace,0,1,5.954196310386875,0.0001207486475621,5.954196310386875,0.0161290322580645,5.954196310386875,0.0960354243610786,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
uproar,3,2.968944837004929e-05,15.039690186137085,6,NN,NN,uproar,0,2,4.954196310386875,7.34696487813149e-05,9.90839262077375,0.032258064516129,4.954196310386875,0.1598127842060282,,,,,,,,,,,
number,3,2.968944837004929e-05,15.039690186137085,6,NN,NN,number,0,3,4.369233809665719,0.0001692575881049,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,,,,,,,,,,,
beak,3,2.968944837004929e-05,15.039690186137085,4,NN,NN,beak,0,3,4.369233809665719,0.0001796333748141,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,,,,,,,,,,,
roll,3,2.968944837004929e-05,15.039690186137085,4,VB,VB,roll,0,3,4.369233809665719,0.0001182107728749,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,,,,,,,,,,,
chaffinch,3,2.968944837004929e-05,15.039690186137085,9,NN,NN,chaffinch,0,2,4.954196310386875,0.00010867613724,9.90839262077375,0.032258064516129,4.954196310386875,0.1598127842060282,,,,,,,,,,,
liberty,3,2.968944837004929e-05,15.039690186137085,7,NN,NN,liberti,0,3,4.369233809665719,0.0001085867824968,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
falls,3,2.968944837004929e-05,15.039690186137085,5,VB,VBZ,fall,0,3,4.369233809665719,8.533312364051206e-05,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,,,,,,,,,,,
declared,3,2.968944837004929e-05,15.039690186137085,8,VB,VBD,declar,0,2,4.954196310386875,0.0001374945161937,9.90839262077375,0.032258064516129,4.954196310386875,0.1598127842060282,,,,,,,,,,,
secretly,3,2.968944837004929e-05,15.039690186137085,8,RB,RB,secretli,0,3,4.369233809665719,9.008984486494738e-05,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,,,,,,,,,,,
mass,3,2.968944837004929e-05,15.039690186137085,4,NN,NN,mass,0,2,4.954196310386875,0.0001612115192802,9.90839262077375,0.032258064516129,4.954196310386875,0.1598127842060282,,,,,,,,,,,
aware,3,2.968944837004929e-05,15.039690186137085,5,JJ,JJ,awar,0,3,4.369233809665719,0.0001623016125251,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,,,,,,,,,,,
accused,3,2.968944837004929e-05,15.039690186137085,7,VB,VBD,accus,0,3,4.369233809665719,0.0001326811580842,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0
wages,3,2.968944837004929e-05,15.039690186137085,5,NN,NNS,wage,0,3,4.369233809665719,0.0001297502590913,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
lump,3,2.968944837004929e-05,15.039690186137085,4,NN,NN,lump,0,2,4.954196310386875,0.00013971504086,9.90839262077375,0.032258064516129,4.954196310386875,0.1598127842060282,,,,,,,,,,,
entice,3,2.968944837004929e-05,15.039690186137085,6,VB,VB,entic,0,3,4.369233809665719,9.792478477529872e-05,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,,,,,,,,,,,
clockcase,3,2.968944837004929e-05,15.039690186137085,9,NN,NN,clockcas,0,1,5.954196310386875,0.0002614394492588,5.954196310386875,0.0161290322580645,5.954196310386875,0.0960354243610786,,,,,,,,,,,
dwelling,3,2.968944837004929e-05,15.039690186137085,8,NN,NN,dwell,0,2,4.954196310386875,9.082490938414403e-05,9.90839262077375,0.032258064516129,4.954196310386875,0.1598127842060282,,,,,,,,,,,
angrily,3,2.968944837004929e-05,15.039690186137085,7,RB,RB,angrili,0,3,4.369233809665719,0.0001078027446077,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,,,,,,,,,,,
simpleton,3,2.968944837004929e-05,15.039690186137085,9,NN,NN,simpleton,0,3,4.369233809665719,0.0001881626879298,13.107701428997157,0.0483870967741935,4.369233809665719,0.2114145391773735,,,,,,,,,,,
