term_str,n,p,i,n_chars,max_pos_group,max_pos,porter_stem,stop,df,idf,tfidf_mean,dfidf,dp,di,dh
bung,2,1.9792965580032857e-05,15.62465268685824,4,NN,NN,bung,0,1,5.954196310386875,0.00014248579282059146,5.954196310386875,0.016129032258064516,5.954196310386875,0.09603542436107862
worst,2,1.9792965580032857e-05,15.62465268685824,5,JJ,JJS,worst,0,2,4.954196310386875,9.072456779692038e-05,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
shalt,2,1.9792965580032857e-05,15.62465268685824,5,NN,NN,shalt,0,2,4.954196310386875,0.00023055023131326465,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
deed,2,1.9792965580032857e-05,15.62465268685824,4,NN,NN,deed,0,2,4.954196310386875,8.312327523739831e-05,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
cavern,2,1.9792965580032857e-05,15.62465268685824,6,NN,NN,cavern,0,2,4.954196310386875,6.953243857731928e-05,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
chop,2,1.9792965580032857e-05,15.62465268685824,4,VB,VB,chop,0,1,5.954196310386875,0.00010981752356898642,5.954196310386875,0.016129032258064516,5.954196310386875,0.09603542436107862
compassionate,2,1.9792965580032857e-05,15.62465268685824,13,JJ,JJ,compassion,0,2,4.954196310386875,0.00020423133106456615,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
starve,2,1.9792965580032857e-05,15.62465268685824,6,VB,VB,starv,0,2,4.954196310386875,9.522589305316737e-05,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
troubled,2,1.9792965580032857e-05,15.62465268685824,8,JJ,JJ,troubl,0,2,4.954196310386875,0.00011222011802814008,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
receive,2,1.9792965580032857e-05,15.62465268685824,7,VB,VB,receiv,0,2,4.954196310386875,6.953243857731928e-05,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
cheek,2,1.9792965580032857e-05,15.62465268685824,5,NN,NN,cheek,0,2,4.954196310386875,0.00031617804802839536,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
towel,2,1.9792965580032857e-05,15.62465268685824,5,NN,NN,towel,0,1,5.954196310386875,0.00010221971725500652,5.954196310386875,0.016129032258064516,5.954196310386875,0.09603542436107862
sulkily,2,1.9792965580032857e-05,15.62465268685824,7,RB,RB,sulkili,0,2,4.954196310386875,0.00010180375922717057,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
blinded,2,1.9792965580032857e-05,15.62465268685824,7,VB,VBD,blind,0,2,4.954196310386875,6.84024425914993e-05,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
wipe,2,1.9792965580032857e-05,15.62465268685824,4,VB,VB,wipe,0,1,5.954196310386875,0.00010221971725500652,5.954196310386875,0.016129032258064516,5.954196310386875,0.09603542436107862
stirring,2,1.9792965580032857e-05,15.62465268685824,8,VB,VBG,stir,0,2,4.954196310386875,6.84024425914993e-05,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
jollily,2,1.9792965580032857e-05,15.62465268685824,7,NN,NN,jollili,0,2,4.954196310386875,0.00010102264700090497,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
laying,2,1.9792965580032857e-05,15.62465268685824,6,VB,VBG,lay,0,1,5.954196310386875,0.00010221971725500652,5.954196310386875,0.016129032258064516,5.954196310386875,0.09603542436107862
respectable,2,1.9792965580032857e-05,15.62465268685824,11,JJ,JJ,respect,0,2,4.954196310386875,0.00012966494296429485,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
observing,2,1.9792965580032857e-05,15.62465268685824,9,VB,VBG,observ,0,2,4.954196310386875,0.0002010704490541687,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
travellers,2,1.9792965580032857e-05,15.62465268685824,10,NN,NNS,travel,0,2,4.954196310386875,0.00010102264700090497,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
collected,2,1.9792965580032857e-05,15.62465268685824,9,VB,VBN,collect,0,2,4.954196310386875,9.60057890034889e-05,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
frightfully,2,1.9792965580032857e-05,15.62465268685824,11,RB,RB,fright,0,2,4.954196310386875,0.00013282582497469228,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
possession,2,1.9792965580032857e-05,15.62465268685824,10,NN,NN,possess,0,2,4.954196310386875,7.156332460189673e-05,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
bundle,2,1.9792965580032857e-05,15.62465268685824,6,NN,NN,bundl,0,2,4.954196310386875,7.713373113684135e-05,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
casks,2,1.9792965580032857e-05,15.62465268685824,5,NN,NNS,cask,0,1,5.954196310386875,0.00014248579282059146,5.954196310386875,0.016129032258064516,5.954196310386875,0.09603542436107862
rolls,2,1.9792965580032857e-05,15.62465268685824,5,NN,NNS,roll,0,2,4.954196310386875,0.00010959662566356792,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
scrambled,2,1.9792965580032857e-05,15.62465268685824,9,VB,VBD,scrambl,0,2,4.954196310386875,0.00011777436567138144,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
snapped,2,1.9792965580032857e-05,15.62465268685824,7,VB,VBD,snap,0,2,4.954196310386875,8.743362059188699e-05,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
merely,2,1.9792965580032857e-05,15.62465268685824,6,RB,RB,mere,0,2,4.954196310386875,8.121664533143642e-05,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
snailshell,2,1.9792965580032857e-05,15.62465268685824,10,NN,NN,snailshel,0,1,5.954196310386875,7.558868505397766e-05,5.954196310386875,0.016129032258064516,5.954196310386875,0.09603542436107862
command,2,1.9792965580032857e-05,15.62465268685824,7,NN,NN,command,0,2,4.954196310386875,0.00013006535223912896,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
dungeon,2,1.9792965580032857e-05,15.62465268685824,7,NN,NN,dungeon,0,2,4.954196310386875,8.98829156200576e-05,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
dismissed,2,1.9792965580032857e-05,15.62465268685824,9,VB,VBN,dismiss,0,2,4.954196310386875,9.522589305316737e-05,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
chains,2,1.9792965580032857e-05,15.62465268685824,6,NN,NNS,chain,0,2,4.954196310386875,6.669831225535351e-05,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
loaded,2,1.9792965580032857e-05,15.62465268685824,6,VB,VBD,load,0,2,4.954196310386875,0.00010496464123756802,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
ducat,2,1.9792965580032857e-05,15.62465268685824,5,NN,NN,ducat,0,1,5.954196310386875,0.00010981752356898642,5.954196310386875,0.016129032258064516,5.954196310386875,0.09603542436107862
valuable,2,1.9792965580032857e-05,15.62465268685824,8,JJ,JJ,valuabl,0,2,4.954196310386875,0.00011481007884844528,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
flight,2,1.9792965580032857e-05,15.62465268685824,6,NN,NN,flight,0,2,4.954196310386875,7.870607257924619e-05,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
compelled,2,1.9792965580032857e-05,15.62465268685824,9,VB,VBN,compel,0,2,4.954196310386875,8.98829156200576e-05,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
crafty,2,1.9792965580032857e-05,15.62465268685824,6,JJ,JJ,crafti,0,2,4.954196310386875,0.00013282582497469228,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
clapped,2,1.9792965580032857e-05,15.62465268685824,7,VB,VBD,clap,0,2,4.954196310386875,0.00021112008466837363,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
bounded,2,1.9792965580032857e-05,15.62465268685824,7,VB,VBD,bound,0,2,4.954196310386875,9.037875202797038e-05,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
thence,2,1.9792965580032857e-05,15.62465268685824,6,NN,NN,thenc,0,2,4.954196310386875,5.942794463151965e-05,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
overwhelmed,2,1.9792965580032857e-05,15.62465268685824,11,VB,VBN,overwhelm,0,2,4.954196310386875,5.40323039562157e-05,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
cheated,2,1.9792965580032857e-05,15.62465268685824,7,VB,VBN,cheat,0,2,4.954196310386875,6.041522443798236e-05,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
store,2,1.9792965580032857e-05,15.62465268685824,5,NN,NN,store,0,1,5.954196310386875,7.754172334362424e-05,5.954196310386875,0.016129032258064516,5.954196310386875,0.09603542436107862
richer,2,1.9792965580032857e-05,15.62465268685824,6,JJ,JJR,richer,0,2,4.954196310386875,0.00010138251935461968,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
forgetting,2,1.9792965580032857e-05,15.62465268685824,10,VB,VBG,forget,0,1,5.954196310386875,7.754172334362424e-05,5.954196310386875,0.016129032258064516,5.954196310386875,0.09603542436107862
raise,2,1.9792965580032857e-05,15.62465268685824,5,VB,VB,rais,0,2,4.954196310386875,5.6104879083493686e-05,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
comfort,2,1.9792965580032857e-05,15.62465268685824,7,NN,NN,comfort,0,2,4.954196310386875,0.0001456017429410382,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
roaming,2,1.9792965580032857e-05,15.62465268685824,7,VB,VBG,roam,0,2,4.954196310386875,0.00010009159415571184,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
voyage,2,1.9792965580032857e-05,15.62465268685824,6,NN,NN,voyag,0,2,4.954196310386875,6.041522443798236e-05,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
chatter,2,1.9792965580032857e-05,15.62465268685824,7,NN,NN,chatter,0,2,4.954196310386875,4.6887832279761257e-05,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
sings,2,1.9792965580032857e-05,15.62465268685824,5,NN,NNS,sing,0,2,4.954196310386875,0.00011301534499910002,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
sting,2,1.9792965580032857e-05,15.62465268685824,5,NN,NN,sting,0,1,5.954196310386875,0.00020945566927170912,5.954196310386875,0.016129032258064516,5.954196310386875,0.09603542436107862
magnificently,2,1.9792965580032857e-05,15.62465268685824,13,RB,RB,magnific,0,1,5.954196310386875,6.219910904214937e-05,5.954196310386875,0.016129032258064516,5.954196310386875,0.09603542436107862
mist,2,1.9792965580032857e-05,15.62465268685824,4,NN,NN,mist,0,1,5.954196310386875,6.219910904214937e-05,5.954196310386875,0.016129032258064516,5.954196310386875,0.09603542436107862
waved,2,1.9792965580032857e-05,15.62465268685824,5,VB,VBD,wave,0,2,4.954196310386875,4.972195860172703e-05,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
pudding,2,1.9792965580032857e-05,15.62465268685824,7,NN,NN,pud,0,1,5.954196310386875,6.219910904214937e-05,5.954196310386875,0.016129032258064516,5.954196310386875,0.09603542436107862
puddings,2,1.9792965580032857e-05,15.62465268685824,8,NN,NNS,pud,0,1,5.954196310386875,6.219910904214937e-05,5.954196310386875,0.016129032258064516,5.954196310386875,0.09603542436107862
silence,2,1.9792965580032857e-05,15.62465268685824,7,NN,NN,silenc,0,2,4.954196310386875,8.005024746773808e-05,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
anxious,2,1.9792965580032857e-05,15.62465268685824,7,JJ,JJ,anxiou,0,2,4.954196310386875,8.643316794950474e-05,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
gates,2,1.9792965580032857e-05,15.62465268685824,5,NN,NNS,gate,0,2,4.954196310386875,0.00022762949463602918,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
wits,2,1.9792965580032857e-05,15.62465268685824,4,NN,NNS,wit,0,2,4.954196310386875,6.370617164301576e-05,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
krr,2,1.9792965580032857e-05,15.62465268685824,3,NN,NN,krr,0,1,5.954196310386875,9.234175419334485e-05,5.954196310386875,0.016129032258064516,5.954196310386875,0.09603542436107862
lambs,2,1.9792965580032857e-05,15.62465268685824,5,NN,NN,lamb,0,1,5.954196310386875,9.234175419334485e-05,5.954196310386875,0.016129032258064516,5.954196310386875,0.09603542436107862
retire,2,1.9792965580032857e-05,15.62465268685824,6,VB,VB,retir,0,2,4.954196310386875,0.00015175893481102996,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
priest,2,1.9792965580032857e-05,15.62465268685824,6,NN,NN,priest,0,1,5.954196310386875,9.234175419334485e-05,5.954196310386875,0.016129032258064516,5.954196310386875,0.09603542436107862
treachery,2,1.9792965580032857e-05,15.62465268685824,9,NN,NN,treacheri,0,2,4.954196310386875,7.460602384200037e-05,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
keys,2,1.9792965580032857e-05,15.62465268685824,4,NN,NN,key,0,1,5.954196310386875,9.234175419334485e-05,5.954196310386875,0.016129032258064516,5.954196310386875,0.09603542436107862
growler,2,1.9792965580032857e-05,15.62465268685824,7,NN,NNP,growler,0,1,5.954196310386875,0.00020945566927170912,5.954196310386875,0.016129032258064516,5.954196310386875,0.09603542436107862
croak,2,1.9792965580032857e-05,15.62465268685824,5,NN,NN,croak,0,2,4.954196310386875,0.00012279498461529513,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
foretell,2,1.9792965580032857e-05,15.62465268685824,8,VB,VB,foretel,0,1,5.954196310386875,9.234175419334485e-05,5.954196310386875,0.016129032258064516,5.954196310386875,0.09603542436107862
seize,2,1.9792965580032857e-05,15.62465268685824,5,VB,VB,seiz,0,2,4.954196310386875,5.327075276152791e-05,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
porch,2,1.9792965580032857e-05,15.62465268685824,5,NN,NN,porch,0,1,5.954196310386875,9.234175419334485e-05,5.954196310386875,0.016129032258064516,5.954196310386875,0.09603542436107862
fourfooted,2,1.9792965580032857e-05,15.62465268685824,10,JJ,JJ,fourfoot,0,1,5.954196310386875,0.00020945566927170912,5.954196310386875,0.016129032258064516,5.954196310386875,0.09603542436107862
tiled,2,1.9792965580032857e-05,15.62465268685824,5,JJ,JJ,tile,0,1,5.954196310386875,9.234175419334485e-05,5.954196310386875,0.016129032258064516,5.954196310386875,0.09603542436107862
shift,2,1.9792965580032857e-05,15.62465268685824,5,NN,NN,shift,0,2,4.954196310386875,8.795552542933351e-05,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
salted,2,1.9792965580032857e-05,15.62465268685824,6,VB,VBD,salt,0,2,4.954196310386875,0.00015175893481102996,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
carpenter,2,1.9792965580032857e-05,15.62465268685824,9,NN,NN,carpent,0,1,5.954196310386875,9.234175419334485e-05,5.954196310386875,0.016129032258064516,5.954196310386875,0.09603542436107862
gossip,2,1.9792965580032857e-05,15.62465268685824,6,NN,NN,gossip,0,1,5.954196310386875,9.234175419334485e-05,5.954196310386875,0.016129032258064516,5.954196310386875,0.09603542436107862
drawer,2,1.9792965580032857e-05,15.62465268685824,6,NN,NN,drawer,0,1,5.954196310386875,6.219910904214937e-05,5.954196310386875,0.016129032258064516,5.954196310386875,0.09603542436107862
crash,2,1.9792965580032857e-05,15.62465268685824,5,NN,NN,crash,0,1,5.954196310386875,6.219910904214937e-05,5.954196310386875,0.016129032258064516,5.954196310386875,0.09603542436107862
dived,2,1.9792965580032857e-05,15.62465268685824,5,VB,VBD,dive,0,2,4.954196310386875,0.00015966420886645168,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
urged,2,1.9792965580032857e-05,15.62465268685824,5,VB,VBD,urg,0,2,4.954196310386875,5.889559260365393e-05,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
cindercake,2,1.9792965580032857e-05,15.62465268685824,10,JJ,JJ,cindercak,0,1,5.954196310386875,0.00012095141607188743,5.954196310386875,0.016129032258064516,5.954196310386875,0.09603542436107862
hew,2,1.9792965580032857e-05,15.62465268685824,3,VB,VB,hew,0,1,5.954196310386875,0.00012095141607188743,5.954196310386875,0.016129032258064516,5.954196310386875,0.09603542436107862
sneered,2,1.9792965580032857e-05,15.62465268685824,7,VB,VBD,sneer,0,2,4.954196310386875,0.00016366128686086373,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
mocked,2,1.9792965580032857e-05,15.62465268685824,6,VB,VBN,mock,0,2,4.954196310386875,8.25782295096633e-05,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
punished,2,1.9792965580032857e-05,15.62465268685824,8,VB,VBN,punish,0,2,4.954196310386875,0.00011858575153404464,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
bestow,2,1.9792965580032857e-05,15.62465268685824,6,VB,VB,bestow,0,2,4.954196310386875,7.564284217940997e-05,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
beware,2,1.9792965580032857e-05,15.62465268685824,6,NN,NN,bewar,0,2,4.954196310386875,5.960271049116031e-05,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
joyful,2,1.9792965580032857e-05,15.62465268685824,6,JJ,JJ,joy,0,2,4.954196310386875,7.564284217940997e-05,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
view,2,1.9792965580032857e-05,15.62465268685824,4,NN,NN,view,0,2,4.954196310386875,8.56206540026827e-05,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
judged,2,1.9792965580032857e-05,15.62465268685824,6,VB,VBN,judg,0,2,4.954196310386875,6.697657189078877e-05,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
temptation,2,1.9792965580032857e-05,15.62465268685824,10,NN,NN,temptat,0,2,4.954196310386875,6.446599913859854e-05,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
tidings,2,1.9792965580032857e-05,15.62465268685824,7,NN,NNS,tide,0,2,4.954196310386875,7.564284217940997e-05,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
feasting,2,1.9792965580032857e-05,15.62465268685824,8,NN,NN,feast,0,2,4.954196310386875,6.986336351300749e-05,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
rustling,2,1.9792965580032857e-05,15.62465268685824,8,NN,NN,rustl,0,2,4.954196310386875,8.098581961251974e-05,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
abide,2,1.9792965580032857e-05,15.62465268685824,5,VB,VB,abid,0,2,4.954196310386875,9.468909738245906e-05,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
gazing,2,1.9792965580032857e-05,15.62465268685824,6,VB,VBG,gaze,0,2,4.954196310386875,9.240963805254782e-05,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
mistaken,2,1.9792965580032857e-05,15.62465268685824,8,VB,VBN,mistaken,0,2,4.954196310386875,0.00014114235869272344,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
curious,2,1.9792965580032857e-05,15.62465268685824,7,JJ,JJ,curiou,0,2,4.954196310386875,8.873542137965503e-05,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
intent,2,1.9792965580032857e-05,15.62465268685824,6,NN,NN,intent,0,2,4.954196310386875,7.133029668135343e-05,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
hi,2,1.9792965580032857e-05,15.62465268685824,2,NN,NNP,hi,0,2,4.954196310386875,7.41644230033192e-05,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
washingbowl,2,1.9792965580032857e-05,15.62465268685824,11,JJ,JJ,washingbowl,0,1,5.954196310386875,0.00017429296617255647,5.954196310386875,0.016129032258064516,5.954196310386875,0.09603542436107862
eagerly,2,1.9792965580032857e-05,15.62465268685824,7,RB,RB,eagerli,0,2,4.954196310386875,5.40323039562157e-05,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
firm,2,1.9792965580032857e-05,15.62465268685824,4,JJ,JJ,firm,0,2,4.954196310386875,0.00010048556526648007,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
heavily,2,1.9792965580032857e-05,15.62465268685824,7,RB,RB,heavili,0,2,4.954196310386875,5.889559260365393e-05,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
nails,2,1.9792965580032857e-05,15.62465268685824,5,NN,NNS,nail,0,2,4.954196310386875,5.654115300930094e-05,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
goosegirl,2,1.9792965580032857e-05,15.62465268685824,9,JJ,JJ,goosegirl,0,1,5.954196310386875,8.540277844471198e-05,5.954196310386875,0.016129032258064516,5.954196310386875,0.09603542436107862
hangs,2,1.9792965580032857e-05,15.62465268685824,5,NN,NNS,hang,0,2,4.954196310386875,7.171923221978165e-05,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
cries,2,1.9792965580032857e-05,15.62465268685824,5,NN,NNS,cri,0,2,4.954196310386875,8.970356819727777e-05,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
sulky,2,1.9792965580032857e-05,15.62465268685824,5,JJ,JJ,sulki,0,2,4.954196310386875,6.697657189078877e-05,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
excuses,2,1.9792965580032857e-05,15.62465268685824,7,NN,NNS,excus,0,2,4.954196310386875,9.985787747916727e-05,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
combing,2,1.9792965580032857e-05,15.62465268685824,7,NN,NN,comb,0,1,5.954196310386875,8.540277844471198e-05,5.954196310386875,0.016129032258064516,5.954196310386875,0.09603542436107862
haughtily,2,1.9792965580032857e-05,15.62465268685824,9,RB,RB,haughtili,0,2,4.954196310386875,6.368562468575538e-05,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
behaviour,2,1.9792965580032857e-05,15.62465268685824,9,NN,NN,behaviour,0,2,4.954196310386875,6.368562468575538e-05,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
meek,2,1.9792965580032857e-05,15.62465268685824,4,JJ,JJ,meek,0,1,5.954196310386875,8.540277844471198e-05,5.954196310386875,0.016129032258064516,5.954196310386875,0.09603542436107862
bosom,2,1.9792965580032857e-05,15.62465268685824,5,NN,NN,bosom,0,1,5.954196310386875,8.540277844471198e-05,5.954196310386875,0.016129032258064516,5.954196310386875,0.09603542436107862
sail,2,1.9792965580032857e-05,15.62465268685824,4,VB,VB,sail,0,1,5.954196310386875,0.00012095141607188743,5.954196310386875,0.016129032258064516,5.954196310386875,0.09603542436107862
barrels,2,1.9792965580032857e-05,15.62465268685824,7,NN,NNS,barrel,0,1,5.954196310386875,0.00012095141607188743,5.954196310386875,0.016129032258064516,5.954196310386875,0.09603542436107862
gnat,2,1.9792965580032857e-05,15.62465268685824,4,NN,NN,gnat,0,1,5.954196310386875,0.00020945566927170912,5.954196310386875,0.016129032258064516,5.954196310386875,0.09603542436107862
forthwith,2,1.9792965580032857e-05,15.62465268685824,9,NN,NN,forthwith,0,2,4.954196310386875,0.00010309698272594828,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
occasion,2,1.9792965580032857e-05,15.62465268685824,8,NN,NN,occas,0,2,4.954196310386875,7.505770779926889e-05,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
shower,2,1.9792965580032857e-05,15.62465268685824,6,NN,NN,shower,0,1,5.954196310386875,7.196360012070336e-05,5.954196310386875,0.016129032258064516,5.954196310386875,0.09603542436107862
pride,2,1.9792965580032857e-05,15.62465268685824,5,NN,NN,pride,0,1,5.954196310386875,0.0001296899721283979,5.954196310386875,0.016129032258064516,5.954196310386875,0.09603542436107862
folly,2,1.9792965580032857e-05,15.62465268685824,5,RB,RB,folli,0,1,5.954196310386875,0.0001296899721283979,5.954196310386875,0.016129032258064516,5.954196310386875,0.09603542436107862
jeered,2,1.9792965580032857e-05,15.62465268685824,6,VB,VBD,jeer,0,2,4.954196310386875,0.00012355922100310324,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
humming,2,1.9792965580032857e-05,15.62465268685824,7,NN,NN,hum,0,2,4.954196310386875,0.00013977817967080557,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
nodded,2,1.9792965580032857e-05,15.62465268685824,6,VB,VBD,nod,0,2,4.954196310386875,7.978137386767509e-05,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
robes,2,1.9792965580032857e-05,15.62465268685824,5,NN,NNS,robe,0,2,4.954196310386875,0.00010364737974804011,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
party,2,1.9792965580032857e-05,15.62465268685824,5,NN,NN,parti,0,2,4.954196310386875,0.00011245097655578824,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
journeying,2,1.9792965580032857e-05,15.62465268685824,10,VB,VBG,journey,0,2,4.954196310386875,0.00010309698272594828,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
summertime,2,1.9792965580032857e-05,15.62465268685824,10,JJ,JJ,summertim,0,2,4.954196310386875,0.00012111272885219527,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
dreary,2,1.9792965580032857e-05,15.62465268685824,6,JJ,JJ,dreari,0,2,4.954196310386875,6.62331489611664e-05,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
fierce,2,1.9792965580032857e-05,15.62465268685824,6,JJ,JJ,fierc,0,2,4.954196310386875,7.016329534333723e-05,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
roared,2,1.9792965580032857e-05,15.62465268685824,6,VB,VBD,roar,0,2,4.954196310386875,6.746349271403212e-05,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
meets,2,1.9792965580032857e-05,15.62465268685824,5,NN,NNS,meet,0,2,4.954196310386875,6.62331489611664e-05,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
narrow,2,1.9792965580032857e-05,15.62465268685824,6,JJ,JJ,narrow,0,2,4.954196310386875,9.432229929211606e-05,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
dale,2,1.9792965580032857e-05,15.62465268685824,4,NN,NN,dale,0,2,4.954196310386875,0.00010381886487079038,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
soothe,2,1.9792965580032857e-05,15.62465268685824,6,VB,VB,sooth,0,2,4.954196310386875,6.62331489611664e-05,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
months,2,1.9792965580032857e-05,15.62465268685824,6,NN,NNS,month,0,2,4.954196310386875,5.9478773912401234e-05,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
tis,2,1.9792965580032857e-05,15.62465268685824,3,NN,NNP,ti,0,2,4.954196310386875,0.00011256123707653567,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
ray,2,1.9792965580032857e-05,15.62465268685824,3,NN,NN,ray,0,1,5.954196310386875,8.166277581724373e-05,5.954196310386875,0.016129032258064516,5.954196310386875,0.09603542436107862
chambers,2,1.9792965580032857e-05,15.62465268685824,8,NN,NNS,chamber,0,2,4.954196310386875,8.489859977977668e-05,9.90839262077375,0.03225806451612903,4.954196310386875,0.1598127842060282
