term_str,PC0,PC1,PC2,PC3,PC4
both,-0.0024220360769134724,0.0016103006241952483,-0.0017248638625859138,-0.0015443644489333856,0.000600361517977765
servant,0.0024647301117922773,-0.0061031800121172375,-0.005133466582699412,-0.0009604839325940029,-0.006455344272205504
free,-0.0049284916438246925,-0.0025531392219625398,-0.002755306380981632,0.00516960616559158,0.006444832930069502
rode,-0.008717329409364778,-0.012449662573611658,0.005934689693708912,0.0021808107944507956,-0.007272550126339146
held,-0.005674127035864174,-0.002889351948510102,0.003919193501336547,0.0007233599700901683,0.0013145026884698147
passed,-0.0034447731987494574,-0.00096850433496179,0.0001808158938090252,0.0010084518384023368,0.0002689795547352091
ring,-0.012311253516441861,-0.008857674745306724,0.004053444680655098,-0.006157757321431188,0.0033296149878481703
wild,-0.008798214409601369,-0.0038896263471311187,0.01021081895941399,-0.016729233088562216,-0.003346207440391684
alone,-0.0022114025667443076,-0.0012834877520557654,9.633354641265332e-05,-0.0025889654939403807,0.0026756590136579757
finger,-0.006488244092012898,0.004442333728106197,-0.00204491790131096,-0.008999914245789858,0.0014237740341198279
feast,-0.007883726373021307,-0.009495827709202376,0.00857211435968205,-0.0032426088369328127,-0.007352228572787535
grew,-0.003036404226868424,0.0012714737145921864,0.0007625307822178893,-0.002965512698038839,-0.001410534917158278
lying,-0.0025791105682895074,0.001016575864463544,0.0007367555652417427,-0.0019758235266281515,0.00023188321963071973
ll,0.0025930677165224556,0.007947318039036262,-0.005667201709184905,0.00024948073302183925,-0.005802044806152217
forth,-0.007312145523581194,-0.002624040947880819,0.001835396100415036,-0.00845879091620457,-0.0010742057814514864
brothers,-0.007987328640297038,-0.014133520707547116,-0.006177344542171524,0.031040424920099112,0.05050327899264419
myself,0.002045107379238957,0.005674855143890956,-0.005116526061961296,-0.002738425954475839,-0.0004088686379238219
witch,-0.008134028303072293,0.010615299826901172,0.0022037153374039687,-0.014912031287856087,0.007769242030775064
