term_str,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
day,-0.05509655,0.02356075,-0.06416818,0.090552896,0.08851623,-0.009981042,0.09564166,0.20523931,-0.034213495,0.11765118,-0.11409811,-0.011500364,0.020626131,0.0020478254,-0.012197758,-0.11330194,0.0153558245,0.11172427,-0.03395215,-0.20443793,0.088499494,-0.16370544,0.05061641,-0.12165753,-0.09081567,-0.048805743,-0.058680978,-0.11598625,-0.18050447,0.042236507,0.06410868,0.011662016,-0.024755185,0.0069877543,-0.054955974,0.104699224,-0.0056749475,-0.086421564,-0.004731097,-0.039238587,-0.114030495,0.0008962105,-0.09701348,0.012337187,0.14024903,-0.067810215,-0.06337439,-0.10337769,0.110090196,0.079162635,0.050798293,-0.01667525,-0.022226695,-0.064193994,0.041787036,0.001977209,-0.050664432,-0.14829005,-0.1415359,-0.07209653,-0.05665651,-0.084057696,0.032364074,-0.120836034,-0.20735775,-0.027516376,0.055851765,0.15604186,-0.2633236,0.12819937,-0.011739032,0.11349439,0.095717415,0.0057957643,0.027582323,-0.0029006598,0.14733273,-0.12878732,-0.14418408,0.0121234255,-0.085439965,-0.035855487,-0.12858409,0.2732988,-0.15594074,0.0039894353,-0.049270924,0.07896052,0.13595453,-0.004666498,0.10656742,0.1619596,0.13302195,0.11647324,0.20633991,0.12078638,0.004168422,-0.03995922,0.11662551,0.0026820635,-0.085327156,0.17508642,0.073984966,-0.10079065,0.02972457,-0.2163039,0.05177817,0.1918385,-0.09618622,-0.16527791,0.038037032,-0.21726397,-0.061644603,-0.057722315,0.1357048,-0.07590053,0.121103115,-0.2067493,-0.06932743,-0.047321666,-0.027325068,0.10633376,0.07206441,-0.024478335,-0.10643549,-0.022573946,-0.108403556,-0.11397318,-0.09109442,-0.069043055,0.16361374,0.019413993,-0.035744395,-0.16757642,-0.06501853,0.10930832,-0.02452939,-9.496004e-05,-0.056736723,-0.24847606,0.21151021,-0.18683043,-0.040164404,-0.06080503,0.008410172,0.1030667,-0.016829103,0.04464215,0.0066735237,0.067571506,0.13201188,-0.14191598,-0.003592123,-0.0018950993,-0.1754823,0.14908843,0.09608569,0.063330635,-0.13273177,0.13285561,0.0695265,0.06133124,-0.0820785,-0.09253525,-0.030555231,0.14024378,0.21659535,-0.07809603,0.0031324967,-0.0064271763,-0.16130604,0.034709893,0.071975306,0.022867946,0.20427287,0.1104443,-0.16875578,0.087051414,0.029543778,0.08519538,0.025143292,0.06433995,0.058555145,0.037583444,0.1141819,0.11807502,0.018626956,0.085228965,0.18878515,-0.0711475,0.08083613,0.031921797,-0.079639256,-0.17397636,0.14862642,0.005820039,0.105925776,-0.26380828,-0.036874186,-0.11777059
saw,-0.07534187,0.06478998,-0.049099606,0.056625858,0.057293948,0.009965922,0.1028879,0.17184386,-0.03070195,0.112549596,-0.09477253,0.004323752,0.023261363,0.005236962,-0.0033260458,-0.12188323,-0.0003242996,0.13053034,-0.05069683,-0.20436473,0.1003919,-0.1750931,0.057674777,-0.11151763,-0.09610133,-0.05613001,-0.036311448,-0.14127249,-0.18641548,0.047537565,0.03975398,0.0141827725,-0.033189207,-0.022884488,-0.046069287,0.06729904,-0.016827531,-0.09278402,-0.00010825583,-0.036928337,-0.10865524,0.005441844,-0.111079656,0.0047257757,0.12607104,-0.08106719,-0.04186766,-0.06268064,0.11573118,0.09001317,0.044480123,0.0026289239,-0.022327155,-0.06278649,0.050994255,-0.008280606,-0.037212417,-0.11127299,-0.13427582,-0.058355205,-0.060415532,-0.08865299,0.023119334,-0.11935967,-0.19698772,-0.020526376,0.048957344,0.14548336,-0.2526079,0.14099143,0.027310103,0.11399936,0.07934756,0.00067769305,0.020633021,-0.0059153624,0.16698952,-0.12412569,-0.09705978,0.024854781,-0.093718044,-0.054976355,-0.112650394,0.21756104,-0.13741799,-0.016568445,-0.026310846,0.061434828,0.13539706,0.011119482,0.08910056,0.14773984,0.114770375,0.10077001,0.1942685,0.10249245,0.016791597,-0.032029584,0.10008136,-0.030195553,-0.064093,0.17482197,0.090662934,-0.119936675,0.036930524,-0.20205964,0.058434214,0.1726754,-0.09068133,-0.13656342,0.04046344,-0.2104769,-0.06641656,-0.064868785,0.14011358,-0.06478246,0.123203725,-0.16487911,-0.07158013,-0.0047963522,-0.02446043,0.09033641,0.07593702,-0.016376182,-0.12411693,-0.02189287,-0.09012566,-0.12223506,-0.09355281,-0.068912014,0.17989074,0.008376623,-0.047547814,-0.19370902,-0.079036735,0.087530605,-0.03651662,0.008659388,-0.043233357,-0.2547203,0.2129558,-0.16943157,-0.028577821,-0.06660018,0.016779935,0.100400254,-0.017101284,0.04825124,-0.01681242,0.038492233,0.11237239,-0.12083543,0.0023351044,0.01597834,-0.2013593,0.13184114,0.057120133,0.056392025,-0.16070928,0.12674546,0.06858551,0.06891675,-0.10042483,-0.08840948,-0.006778066,0.14268559,0.22385994,-0.082573555,0.013134547,0.014769068,-0.15467931,0.038184024,0.055769794,0.025065955,0.20453624,0.113839895,-0.1734481,0.10199405,0.050148707,0.05987173,0.02610996,0.06385234,0.04889597,0.020171735,0.103571035,0.11165732,0.03506098,0.11051449,0.19081418,-0.06813456,0.10667419,0.019621855,-0.10292567,-0.20738398,0.17731181,0.025969416,0.10819552,-0.26106018,-0.04245226,-0.13430442
father,0.0022357295,-0.010240631,-0.057742123,0.15552793,0.14289193,-0.09509187,0.10257426,0.24171638,-0.08224747,0.11047313,-0.1287452,-0.07472209,0.019488351,0.072106875,-0.06341183,-0.0778692,0.0012546015,0.0831393,-0.024898116,-0.1853255,0.06935014,-0.11640718,0.062025946,-0.06055778,-0.04113746,-0.03990638,-0.0970936,-0.082554534,-0.14607488,0.07517699,0.095785566,-0.018160824,0.030784653,0.005940658,-0.04972224,0.13559218,0.03342963,-0.07819223,-0.026437841,-0.061181553,-0.06520425,-0.025343759,-0.059842724,0.024133598,0.16285434,-0.035715643,-0.033091623,-0.15637985,0.11287141,0.07471772,0.063742496,-0.070408955,-0.0443721,-0.09741114,0.0017163074,0.02135654,-0.07090709,-0.17084351,-0.18881094,-0.058513265,-0.07468475,-0.081240915,0.023775345,-0.07860782,-0.23425244,0.009255572,0.09989141,0.17647587,-0.19651946,0.13222353,-0.060794093,0.03918109,0.09693553,0.023827057,0.062084056,0.0056101745,0.14600945,-0.10975012,-0.18286635,0.007962951,-0.06302025,-0.039733622,-0.1260731,0.28500572,-0.15971152,-0.027437365,-0.09986256,0.07418396,0.0988681,-0.02702228,0.1734681,0.13823895,0.11808894,0.105865985,0.20066062,0.11757154,0.0045588184,0.009823376,0.07910992,0.048399,-0.12473601,0.1850675,0.09551189,-0.0746406,-0.024600338,-0.16368528,0.09792079,0.14994638,-0.11683122,-0.17797026,0.018869849,-0.1731922,-0.030775616,-0.066710465,0.112503454,-0.07957708,0.11921325,-0.2549215,-0.059014123,-0.076331176,-0.058688696,0.13837445,0.06773412,-0.058839902,-0.07102675,0.012394419,-0.11053308,-0.07822192,-0.05621051,-0.054462787,0.078257166,0.022893364,-0.021670837,-0.116505906,-0.049859792,0.118272915,-0.005032812,-0.043535225,-0.06152793,-0.20140165,0.1812789,-0.22318913,-0.054546602,-0.02734471,0.009343151,0.03601335,-0.018732531,0.027733704,0.035725966,0.076099195,0.091406144,-0.13037725,-0.018173194,-0.0027189513,-0.14024083,0.14238629,0.14317721,0.025747478,-0.07638905,0.113521375,0.07553791,0.05392885,-0.031987775,-0.06400397,-0.03243918,0.068224356,0.14053501,-0.056219675,-0.051523056,0.027901975,-0.10103901,0.0468446,0.04865648,-0.022628747,0.1406845,0.060157806,-0.1307531,0.040732253,0.042183932,0.101462014,-0.02331863,0.036657568,0.0137553075,0.020613555,0.08280892,0.07266333,0.023818191,0.11287448,0.15211596,-0.047038853,0.06089948,0.01329896,-0.072166845,-0.119628064,0.10555677,0.009882438,0.095663674,-0.19465694,-0.022881055,-0.089189716
how,0.05910585,-0.06700147,-0.09690226,0.23671813,0.21622774,-0.16961111,0.11157963,0.28808925,-0.10171938,0.100351535,-0.13610569,-0.11480872,0.034386616,0.107353345,-0.11550241,-0.02183891,-0.010902303,0.034343366,0.013527603,-0.17271976,0.023252271,-0.058170877,0.03975894,-0.07411967,0.028993385,-0.0029111805,-0.119359635,-0.038288716,-0.13069452,0.11241063,0.11822468,-0.04959519,0.08434911,0.03359354,-0.05908123,0.19769834,0.098017395,-0.04623792,-0.04394301,-0.100869164,-0.06024949,-0.05431754,-0.019678814,-0.003021359,0.20880227,3.7786776e-05,-0.04900958,-0.21419589,0.096994095,0.06588771,0.08379713,-0.0826392,-0.09046475,-0.10728585,0.0033708704,0.050300594,-0.09332161,-0.17795992,-0.22341105,-0.035959646,-0.11873604,-0.08844971,0.031369153,-0.06911975,-0.26529792,0.024122667,0.079693325,0.17908043,-0.17807084,0.13992989,-0.13088912,-0.012637859,0.062981054,0.047575258,0.098655745,-0.027891874,0.10479962,-0.09658213,-0.25638404,-0.0035544208,-0.080750674,-0.004464163,-0.13723473,0.32008326,-0.19735543,-0.034822877,-0.13705863,0.0948414,0.043204207,-0.09034097,0.2140863,0.12593326,0.09020005,0.12780397,0.21068053,0.12127467,0.04671732,0.023455951,0.061066628,0.09990764,-0.16787747,0.18995467,0.06826939,-0.03230776,-0.042844005,-0.1346999,0.11102944,0.14329872,-0.11657174,-0.20744734,-0.003241937,-0.14690837,-0.007819366,-0.060970306,0.0699545,-0.09728665,0.09381218,-0.3194934,-0.07437166,-0.093709216,-0.08193525,0.19873394,0.06992045,-0.072186515,-0.060792737,0.009175553,-0.114335634,-0.030858554,-0.023080379,-0.075393096,0.015505433,0.049422864,-0.015182283,-0.05354533,-0.027100006,0.1623778,-0.008012503,-0.07310265,-0.0699957,-0.1597406,0.1271572,-0.24655883,-0.08391457,-0.016891532,-0.03150406,-0.019463036,-0.004060796,0.026205389,0.03543128,0.08447512,0.06242278,-0.15599534,0.005647569,-0.0127021205,-0.13490722,0.10974586,0.19433227,0.01484889,0.021456307,0.1142992,0.08227363,0.030210659,0.02507474,-0.05314808,-0.06711185,0.01251279,0.07627229,-0.03531811,-0.0943622,0.038123034,-0.06863855,0.02129884,0.04813101,-0.05170721,0.12673527,0.014953144,-0.066649355,0.01057985,0.022334011,0.1213266,-0.062362712,0.018205866,0.01299186,0.0064729,0.0913977,0.08564597,-0.003331791,0.08207579,0.108676314,-0.0439497,0.04626264,-0.0021785325,-0.03801554,-0.05522904,0.06733628,0.016715836,0.06893881,-0.17411202,0.01587074,-0.035711482
home,-0.039428074,0.032188788,-0.07216479,0.109067164,0.0883601,-0.05405873,0.109376125,0.20978168,-0.05349279,0.11294157,-0.1134108,-0.032610677,0.014445656,0.04245128,-0.044655576,-0.09951945,0.0076830643,0.11201022,-0.04569624,-0.20170452,0.1103644,-0.15504988,0.065408945,-0.104134515,-0.105983056,-0.028094362,-0.06262049,-0.11471135,-0.16771792,0.055584993,0.06285564,0.0024603072,-0.019676138,-0.03615511,-0.05004793,0.11092012,-0.0067822775,-0.08069578,-0.021448197,-0.043558754,-0.080932125,-0.01293854,-0.10051357,0.010569478,0.16618736,-0.046290543,-0.03700505,-0.10943663,0.12638173,0.07637827,0.040068775,-0.024518175,-0.024997931,-0.056803886,0.00562239,0.008463171,-0.0733332,-0.15830313,-0.1923556,-0.06267926,-0.054490503,-0.086798795,0.027042383,-0.10255157,-0.1875936,0.0018041349,0.094637096,0.17421176,-0.21657504,0.1486072,-0.0069131576,0.10254753,0.09930989,0.008534635,0.063103005,0.014685987,0.1417402,-0.12006525,-0.13690212,0.004474766,-0.09242417,-0.051750526,-0.13292924,0.26341993,-0.14967212,-0.038953844,-0.05907942,0.0635829,0.118913114,-0.0081960065,0.14603335,0.14350453,0.14322713,0.10554649,0.21778639,0.1167067,-0.00019977329,-0.006835407,0.09545614,0.0134736225,-0.08883595,0.1724006,0.12317445,-0.097614825,0.006753086,-0.20890036,0.10231852,0.14356647,-0.10216233,-0.17826618,0.046978522,-0.20570712,-0.04803656,-0.07773982,0.1243844,-0.080169596,0.11522894,-0.21023983,-0.06597976,-0.028024431,-0.041693937,0.11555735,0.069568716,-0.04073505,-0.114966236,-0.020684592,-0.084983505,-0.0903367,-0.08533204,-0.055327293,0.14363742,0.014732217,-0.04537428,-0.16317226,-0.053889897,0.10810858,-0.019463476,0.0010504446,-0.07138181,-0.2504371,0.19814676,-0.19158673,-0.0340562,-0.054654904,0.027618779,0.07642557,-0.015387388,0.044980146,-0.0033324184,0.05826971,0.12111398,-0.12428014,0.008105772,-0.007962843,-0.18744546,0.14593558,0.09549768,0.03260259,-0.1278488,0.114929795,0.05977112,0.057583466,-0.053874794,-0.09547683,-0.0032056265,0.109393,0.18940367,-0.065493785,-0.025410315,0.026358683,-0.12823881,0.029332982,0.0777279,0.009732605,0.17838345,0.09763159,-0.15370637,0.061550476,0.056073286,0.082590334,-0.010606537,0.053763375,0.037520017,0.002436866,0.09212814,0.08247715,0.03924789,0.12906311,0.18279189,-0.05787362,0.07682299,0.028461844,-0.107845046,-0.18362278,0.14380519,0.008101961,0.117686875,-0.23454905,-0.022846658,-0.11933995
before,-0.027740348,0.0051216553,-0.07057704,0.1366512,0.109804966,-0.06727272,0.105047755,0.21594924,-0.061544746,0.117134295,-0.12676351,-0.041272298,0.017143523,0.043573868,-0.048501585,-0.09736604,-0.0008812805,0.10034666,-0.030421698,-0.1871478,0.076984495,-0.1260387,0.056399982,-0.105203144,-0.056736566,-0.02188627,-0.07187321,-0.10944026,-0.16786803,0.0683538,0.07341272,-0.016204027,0.0068143043,0.001126951,-0.045575246,0.12778072,0.023102105,-0.06735366,-0.015827319,-0.060981236,-0.081215344,-0.017891353,-0.09273691,0.01140657,0.1610457,-0.062395036,-0.05028618,-0.11767686,0.11645655,0.07957473,0.06599692,-0.03807865,-0.034674607,-0.07569082,0.013879527,0.014530827,-0.06694001,-0.14940307,-0.17720242,-0.060090646,-0.08324796,-0.09836351,0.020485155,-0.09203743,-0.22028899,-0.0001753378,0.06342174,0.17264916,-0.2312979,0.14759728,-0.038885314,0.076112054,0.086770475,0.015562491,0.043051954,0.0017006232,0.13320437,-0.10865979,-0.1530995,0.01497053,-0.09664805,-0.040459435,-0.121095985,0.27809557,-0.16922544,-0.034044504,-0.0705428,0.071660645,0.0962463,-0.019713143,0.15107085,0.13928089,0.12175429,0.11431459,0.21508867,0.108038716,0.019392427,-0.00020101457,0.08516088,0.02777355,-0.10914771,0.18749848,0.09274038,-0.08375211,0.014774339,-0.18678686,0.07341919,0.16461085,-0.11199352,-0.18379895,0.028851716,-0.19331408,-0.055178974,-0.06683831,0.11897098,-0.07222432,0.12230764,-0.23175208,-0.083525926,-0.053976,-0.051440198,0.12221626,0.07027844,-0.04818992,-0.10276084,-0.011048043,-0.09438714,-0.089502506,-0.0799279,-0.07627534,0.11159387,0.024931204,-0.042059302,-0.14402881,-0.06406556,0.12214916,-0.019808566,-0.011210801,-0.072551385,-0.21981438,0.19158927,-0.20261256,-0.042205453,-0.046358697,-0.0024733122,0.055630635,-0.013124502,0.036846604,-0.00046699677,0.060658455,0.108593464,-0.14216903,0.002989427,-0.006120753,-0.17849432,0.13512208,0.1079079,0.043893706,-0.09229333,0.11780955,0.065361865,0.043644186,-0.059224557,-0.065904714,-0.032314554,0.09159555,0.17107874,-0.066871054,-0.032813262,0.0162458,-0.120115325,0.027456308,0.053960856,0.0073045483,0.18044971,0.08372645,-0.13390371,0.059113532,0.03521643,0.08698319,-0.0041775745,0.050735243,0.025492549,0.011387433,0.110388465,0.09433373,0.031844128,0.107761614,0.15447304,-0.057898708,0.07812622,0.016349636,-0.09532943,-0.1633324,0.13565105,0.017637419,0.10120999,-0.23470521,-0.0062814187,-0.10350918
should,0.047693193,-0.07485268,-0.06307606,0.25473955,0.2344985,-0.18663894,0.1142676,0.30365613,-0.112446375,0.11084287,-0.13207482,-0.12333468,0.050368384,0.10581595,-0.11108299,-0.0042142933,-0.028854808,-0.004927672,0.024036232,-0.1704064,-0.0076417592,-0.0478491,0.037380353,-0.06301359,0.025203679,0.0042351214,-0.14066817,-0.039016146,-0.11792844,0.11414521,0.10933177,-0.051078375,0.10054726,0.061688296,-0.06611843,0.20762794,0.08760417,-0.046528064,-0.05376523,-0.11432851,-0.059701126,-0.07468669,-0.026069937,0.0046873796,0.21463707,0.008959986,-0.05356287,-0.2385205,0.06490778,0.06351734,0.10685615,-0.06958495,-0.09456749,-0.12557474,-0.0059513026,0.030588899,-0.083856024,-0.1725601,-0.2231149,-0.0387484,-0.1343977,-0.10270133,0.033943873,-0.07217198,-0.29277012,0.03832174,0.09247115,0.1862456,-0.15805472,0.14441352,-0.14848968,-0.029097736,0.045768905,0.05424194,0.10197179,-0.019389717,0.106394805,-0.087552,-0.2701701,-0.029500872,-0.045707915,0.019142015,-0.12597705,0.30003923,-0.19460283,-0.02717165,-0.14280094,0.10538415,0.04323655,-0.08386774,0.24625903,0.09922111,0.07131924,0.1210399,0.20349137,0.13641238,0.04861343,0.035994004,0.07194939,0.12158335,-0.18362617,0.18687737,0.061841253,-0.02856907,-0.065557376,-0.13199781,0.107798815,0.12606277,-0.14878899,-0.22253561,-0.016947398,-0.13357435,-0.026699562,-0.06774178,0.058815155,-0.10035115,0.07670467,-0.32918277,-0.07623681,-0.107986696,-0.06434477,0.22259475,0.06836064,-0.066050865,-0.05401019,0.020647852,-0.11305664,-0.028337257,-0.018664852,-0.07878054,-0.0055579543,0.0440745,0.0073524904,-0.031334404,-0.010958281,0.18752606,0.042823605,-0.062240347,-0.07049995,-0.15604132,0.10747014,-0.26079726,-0.096704274,-0.0021493963,-0.017416852,-0.03469891,0.016140353,0.050656408,0.037836693,0.08804745,0.047036942,-0.16284992,-0.016493248,-0.0043553137,-0.1253779,0.098885916,0.21231122,0.0035380793,0.03889432,0.10266073,0.075593606,0.036369856,0.038910236,-0.06747026,-0.067600876,0.0046636164,0.045683783,-0.01483495,-0.11602805,0.065728635,-0.056580827,0.030750997,0.04516334,-0.069345586,0.12604067,0.0024679657,-0.062760524,-0.0007565978,0.005556734,0.12656847,-0.043904755,0.020611137,0.00093753834,0.0008786422,0.079243995,0.060106274,-0.014865302,0.089075014,0.09395694,-0.024007171,0.035756934,-0.0021131565,-0.040072482,-0.049345415,0.054748874,-0.0007271785,0.07788086,-0.1564441,0.034985855,-0.022379544
himself,-0.023469549,0.0064262617,-0.08104019,0.128927,0.11389152,-0.06712159,0.11834119,0.23157386,-0.057725977,0.1126514,-0.12545091,-0.045688216,0.036942787,0.039016396,-0.049786944,-0.09707421,0.005420323,0.09896493,-0.025001438,-0.19936864,0.09253122,-0.1493289,0.058537588,-0.10725255,-0.08089677,-0.022946984,-0.07942061,-0.120379694,-0.16280182,0.06400523,0.093415394,-0.00783759,-0.0015394617,-0.012915052,-0.053042267,0.12762582,0.033813734,-0.07270587,-0.027494477,-0.057835035,-0.09349837,-0.01662372,-0.09730451,0.010467609,0.15648954,-0.06259829,-0.044795044,-0.1163222,0.13663219,0.09073604,0.049491964,-0.032991156,-0.02135696,-0.07775232,0.0063680564,0.024590708,-0.05168004,-0.14714819,-0.17390144,-0.058609042,-0.069075,-0.08344448,0.027946424,-0.09236505,-0.22148499,-0.0025484867,0.06516883,0.16292943,-0.22095186,0.13918927,-0.023701012,0.07113989,0.094933674,0.023874188,0.047752935,-0.004570379,0.1521858,-0.115419716,-0.16418274,0.02226036,-0.09343791,-0.047324978,-0.15426691,0.27948028,-0.15903907,-0.03343582,-0.06019989,0.0690291,0.103818044,-0.035356626,0.1421826,0.15786424,0.13888773,0.11095932,0.21492077,0.12132973,-0.002478359,-0.026388647,0.084022276,0.03426385,-0.10223433,0.18642008,0.109716885,-0.08229478,0.0032838425,-0.20246457,0.08848484,0.15125112,-0.11802822,-0.19004543,0.030807149,-0.20637612,-0.032439966,-0.06434315,0.11895032,-0.07903282,0.12630415,-0.22880313,-0.06959604,-0.040626563,-0.04256842,0.115087844,0.06291548,-0.055630863,-0.1080404,-0.0057500955,-0.09834765,-0.072723225,-0.080325924,-0.060328133,0.116671525,0.018397275,-0.04553108,-0.15154813,-0.07128356,0.10652984,-0.030720089,-0.021307852,-0.06415165,-0.2317795,0.18552816,-0.19690715,-0.04052879,-0.05588309,0.0048889434,0.06490244,-0.023902431,0.014253648,0.0053475834,0.05517518,0.09484042,-0.14011095,0.013375233,-0.006608704,-0.1619646,0.15004005,0.09646608,0.049091324,-0.10495241,0.11088437,0.059854615,0.04299954,-0.06038852,-0.07900225,-0.034718912,0.10028557,0.1756875,-0.070210956,-0.022308245,0.019551707,-0.13443069,0.031015301,0.07578446,-0.0019110256,0.16595474,0.10132919,-0.13895738,0.053601954,0.039541084,0.085459724,-0.012028584,0.044791304,0.04092757,0.025198685,0.10420588,0.103698984,0.020539947,0.11150876,0.18546201,-0.057013024,0.075243846,0.02418248,-0.09792784,-0.16240278,0.13725297,0.014343462,0.114198916,-0.22574104,-0.031833336,-0.10299686
about,-0.027327606,0.016263148,-0.06272878,0.11926034,0.09417046,-0.046029206,0.106133945,0.20529196,-0.055924855,0.09426476,-0.1197933,-0.038602684,0.02795385,0.03473622,-0.043067623,-0.092126966,0.001606126,0.099782676,-0.024840625,-0.18104438,0.07783555,-0.1388791,0.052078586,-0.0962168,-0.07224289,-0.039226152,-0.07553243,-0.09965658,-0.1616256,0.061235733,0.07043361,-0.016101569,-0.00020884752,-0.006777639,-0.045180313,0.11025982,0.024655238,-0.068549804,-0.01994902,-0.05480216,-0.08461176,-0.0029261028,-0.09215983,0.006628616,0.1537059,-0.055563442,-0.040498186,-0.10876013,0.12280511,0.08340445,0.04992506,-0.029298674,-0.023531256,-0.06862761,0.02319869,0.013858265,-0.053838395,-0.14296316,-0.16308357,-0.05366795,-0.0714428,-0.0899498,0.018968845,-0.09761893,-0.20097326,-0.002113475,0.072861366,0.16018656,-0.22054832,0.13434814,-0.024087152,0.07840871,0.089291565,0.010405616,0.05247415,-0.013183729,0.14528309,-0.114032365,-0.15107799,0.01691083,-0.09572085,-0.0507602,-0.12724207,0.2537395,-0.1540094,-0.03768059,-0.06439137,0.06322323,0.098207384,-0.01661035,0.13361217,0.13389032,0.12269706,0.106945865,0.20674133,0.107380256,0.006180908,-0.012086873,0.075622596,0.023070563,-0.09791548,0.18380088,0.09558092,-0.07244535,0.013445871,-0.18738885,0.077111766,0.15983336,-0.109796554,-0.16605875,0.022196151,-0.20105582,-0.050381243,-0.058669142,0.11899424,-0.068987235,0.12457451,-0.21549898,-0.071768425,-0.03444854,-0.049158484,0.11325766,0.06594752,-0.041578628,-0.09834356,-0.0058996608,-0.091783196,-0.07938231,-0.069693916,-0.07056086,0.12208698,0.018988743,-0.0327475,-0.14300478,-0.055586517,0.109261975,-0.01801517,-0.013717059,-0.05710604,-0.221639,0.18182355,-0.19754013,-0.042338967,-0.05238322,-0.0007648116,0.06152785,-0.028977592,0.034174778,0.010816672,0.053859845,0.09687217,-0.12910226,0.008341565,-0.0014646421,-0.17057492,0.14277317,0.09228856,0.050667048,-0.108277306,0.116118066,0.07265262,0.049404237,-0.060404677,-0.080244705,-0.029553864,0.10496804,0.16491778,-0.065953754,-0.020001044,0.01747536,-0.13461798,0.037369978,0.06880792,-0.0013029412,0.17600195,0.08836525,-0.13366255,0.06537549,0.044407137,0.077199146,-0.0111573795,0.053986438,0.029422427,0.015545427,0.10537655,0.09827407,0.026029017,0.1039484,0.16712506,-0.06058532,0.08641177,0.020040665,-0.09109056,-0.15352906,0.13229029,0.010375543,0.09844968,-0.21967708,-0.024225758,-0.09801124
take,0.06260678,-0.08249819,-0.0966892,0.24423015,0.22166988,-0.16741945,0.11430671,0.30267924,-0.110972196,0.09064457,-0.15408793,-0.11933877,0.031611376,0.09636584,-0.11130969,-0.032945674,0.0036821836,0.02930829,0.013301967,-0.15859653,0.025768597,-0.046654746,0.039116997,-0.062324326,0.023310892,-0.005499486,-0.12613733,-0.04486427,-0.12550797,0.11231669,0.13746318,-0.06643645,0.091199294,0.031245977,-0.06826801,0.19844094,0.09412339,-0.051957175,-0.05127622,-0.10741545,-0.05434365,-0.040684376,-0.010886057,0.016982317,0.20241003,-0.0038156728,-0.038689338,-0.21550803,0.08294607,0.07811029,0.079282776,-0.09849982,-0.07423825,-0.11193696,-0.023055939,0.055334482,-0.086107545,-0.18613209,-0.23157984,-0.038125347,-0.10611174,-0.06655709,0.032775994,-0.061120033,-0.2614708,0.024853408,0.09505353,0.1717023,-0.16179767,0.14217462,-0.12424066,-0.005062928,0.08196314,0.049621794,0.11022232,-0.019556956,0.11466968,-0.093620084,-0.26503563,6.896307e-05,-0.066311434,-0.004589033,-0.14937957,0.32124633,-0.19783051,-0.04764366,-0.13935816,0.101073906,0.0426331,-0.08060167,0.225376,0.118664056,0.10714579,0.12950668,0.22645277,0.13728419,0.030472388,0.022792391,0.06457431,0.11463641,-0.16217852,0.21015164,0.0701317,-0.026385646,-0.06435858,-0.14416811,0.11696646,0.13599476,-0.12487865,-0.21808714,0.00823399,-0.14452615,-0.012349187,-0.060537472,0.06377196,-0.09393784,0.09293018,-0.3319862,-0.06736193,-0.11094343,-0.06809452,0.18300615,0.07386737,-0.049832284,-0.05471467,0.021872332,-0.10149775,-0.025550524,-0.028960794,-0.07338063,0.021991666,0.027679428,-0.017687844,-0.046716843,-0.028425971,0.15735877,0.007363321,-0.07635306,-0.071484484,-0.1567573,0.10529161,-0.2399742,-0.080400504,-0.020023005,-0.03938373,-0.018170463,0.001058078,0.010127015,0.04402394,0.08382648,0.058275282,-0.14937513,-0.011642518,-0.02979912,-0.117756985,0.11325123,0.19371666,0.0108450595,0.007328337,0.10339137,0.06841777,0.031525724,0.023636071,-0.047631647,-0.049906965,0.020021472,0.06995598,-0.027769135,-0.10024152,0.050995477,-0.063939825,0.02540987,0.04879449,-0.0395521,0.11297056,0.007786469,-0.07441126,0.007667845,0.01951807,0.12268904,-0.0614744,0.029053899,-0.0017485326,0.024402963,0.07979966,0.07126632,-0.007848603,0.09619829,0.11901849,-0.026278831,0.024906881,0.025103517,-0.059255317,-0.067525566,0.049736045,0.0020260888,0.08039403,-0.15446287,-0.0037397002,-0.04355844
