term_str,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
has,0.022500647,-0.026827978,-0.07166976,0.19360085,0.17051043,-0.1126803,0.107145935,0.26868653,-0.0837502,0.10446256,-0.14048985,-0.09196941,0.03336638,0.072120115,-0.07343835,-0.06598393,-0.0077588297,0.063635334,-0.00025134365,-0.18857782,0.043987386,-0.092739366,0.04895787,-0.07447327,-0.01731271,-0.02532842,-0.10141055,-0.06694599,-0.13911691,0.094840065,0.095733434,-0.027940245,0.05164471,0.024753297,-0.06308641,0.1635869,0.06269573,-0.058602832,-0.034289923,-0.09103062,-0.07280175,-0.035509817,-0.049074557,0.018756822,0.180349,-0.02352249,-0.042004034,-0.16667418,0.09860467,0.07686749,0.07793854,-0.053824436,-0.059997227,-0.10535545,0.01537482,0.030421825,-0.065303646,-0.15921204,-0.19733025,-0.046016105,-0.09084672,-0.08506624,0.028093854,-0.08845863,-0.26832235,0.004026552,0.077582486,0.16495529,-0.20594245,0.13764483,-0.07840736,0.017754387,0.066818506,0.033658367,0.07030396,-0.009324764,0.13815139,-0.10333942,-0.22320756,-0.00084702857,-0.07290976,-0.018434403,-0.1175199,0.29509565,-0.18362844,-0.018151373,-0.110545985,0.0941412,0.084325895,-0.052262124,0.19572593,0.12946871,0.10333464,0.12908745,0.20314798,0.12130347,0.033519037,0.007191981,0.07566004,0.061981514,-0.13945553,0.19971648,0.07036171,-0.059156045,-0.035584148,-0.15913936,0.087228134,0.14838327,-0.120016634,-0.20695737,0.018285437,-0.1796154,-0.037754796,-0.05979947,0.094149336,-0.095338516,0.114712395,-0.28618455,-0.080137245,-0.076169856,-0.052424245,0.17616114,0.07372279,-0.045051254,-0.07262659,0.012972547,-0.11369113,-0.06296882,-0.04824509,-0.08378994,0.06662617,0.026938658,-0.022058327,-0.09625273,-0.038932227,0.15161555,-0.002890356,-0.051909983,-0.06414021,-0.19087486,0.14824323,-0.22577927,-0.06402389,-0.029661614,-0.01252667,0.018794347,0.002102146,0.028634533,0.020526791,0.073130496,0.07123751,-0.14534345,0.000825032,0.0041810297,-0.15752394,0.12624767,0.15088478,0.023380827,-0.046013873,0.121986166,0.076004855,0.04885621,-0.01466578,-0.069537535,-0.04776932,0.058261447,0.1331391,-0.04638096,-0.067882314,0.04346351,-0.103862606,0.03464897,0.048556164,-0.02613809,0.15178898,0.05038256,-0.116080835,0.038434565,0.027717786,0.106885605,-0.033935454,0.042578425,0.025001246,0.010839987,0.091427974,0.08566124,0.0008471985,0.10164552,0.15032302,-0.048172895,0.06285515,0.0023351647,-0.07146053,-0.111260936,0.10107779,0.011628208,0.09995985,-0.20178027,-0.008387889,-0.06469335
fell,-0.06449478,0.06439827,-0.065711185,0.07060749,0.06580878,0.0023569926,0.10119499,0.19686325,-0.05478452,0.11001137,-0.12348797,0.006792784,0.027664274,0.019218616,-0.0011536906,-0.13359223,0.0022872493,0.13017716,-0.054143053,-0.21217656,0.13370977,-0.18518478,0.07116631,-0.12948082,-0.13425072,-0.037419714,-0.04575561,-0.1486047,-0.17345399,0.034196764,0.06818171,-0.0038723925,-0.044051364,-0.031182038,-0.031584837,0.07872596,-0.01570795,-0.085621335,-0.017775157,-0.030632606,-0.095711604,0.011111341,-0.12720612,0.025734909,0.112066805,-0.08284241,-0.041994285,-0.0595483,0.13404387,0.08989013,0.03495913,-0.017163176,0.0023526566,-0.06588494,0.0302655,0.0023602094,-0.04092349,-0.1252687,-0.15242673,-0.066039704,-0.029696466,-0.077158645,0.0148419365,-0.11349763,-0.19596554,-0.006565073,0.052987427,0.16942091,-0.2559928,0.14755675,0.015498033,0.108332016,0.100661285,-0.008618714,0.0335898,-0.006047168,0.1791925,-0.11723343,-0.13065244,0.03774663,-0.106934644,-0.067029625,-0.14060926,0.25457928,-0.13684963,-0.029182067,-0.032471247,0.07135084,0.14760351,-5.2315445e-05,0.112504266,0.15983926,0.16165367,0.093678445,0.22060561,0.12286713,-0.014815279,-0.030837629,0.10589128,0.009772577,-0.06382158,0.18774879,0.13002579,-0.09836898,0.023197033,-0.21981063,0.08826154,0.1577141,-0.10891207,-0.16886216,0.047092557,-0.2290192,-0.064968556,-0.07737425,0.13705945,-0.07981644,0.13740726,-0.17373888,-0.0805877,-0.011216315,-0.02275488,0.08511022,0.05938226,-0.041878507,-0.11146007,-0.015446714,-0.07747867,-0.11782113,-0.10058059,-0.0717538,0.18333621,-0.0076033566,-0.03737324,-0.20523846,-0.08051262,0.082939,-0.0157127,0.0015858931,-0.047942504,-0.2605513,0.21079645,-0.184577,-0.019194312,-0.07563416,0.008853025,0.106239766,-0.027832812,0.02253835,-0.026829686,0.052924335,0.108464815,-0.123273484,0.009869401,-0.0014361087,-0.20398943,0.1592442,0.045654926,0.075169556,-0.16963382,0.11286936,0.05548743,0.06606126,-0.10262741,-0.10605401,-0.0003744285,0.13873354,0.22413447,-0.101040065,0.0062153726,0.018726785,-0.17670137,0.046426672,0.08501528,0.025041293,0.19332197,0.13616966,-0.17763665,0.081564955,0.047257878,0.06843596,0.013073897,0.0645238,0.038193397,0.03431877,0.10571829,0.10932793,0.02653425,0.117632866,0.20836303,-0.06391408,0.08598511,0.04089125,-0.13383794,-0.2127766,0.15649368,0.0053225337,0.12072533,-0.2400453,-0.05644701,-0.14332797
other,-0.027684506,0.010015148,-0.0667814,0.1335817,0.11700063,-0.054816414,0.103640355,0.21827456,-0.06567544,0.109246776,-0.12773696,-0.043459028,0.03210655,0.033394575,-0.040784378,-0.100610584,0.010985907,0.10925482,-0.029049147,-0.19297284,0.09084401,-0.13712026,0.04561796,-0.09454164,-0.06513561,-0.042315148,-0.082135096,-0.08892286,-0.1724974,0.06654978,0.07563301,-0.015569659,0.018478263,0.009842782,-0.0553325,0.109419666,0.02045473,-0.07474769,-0.023498429,-0.06674228,-0.09641609,0.002011785,-0.07773784,0.010932422,0.15682606,-0.06346866,-0.05019049,-0.11654354,0.12689665,0.07770104,0.058925394,-0.048787042,-0.03557785,-0.08273755,0.019887961,0.019856973,-0.06462713,-0.14960921,-0.17543356,-0.049697258,-0.073675394,-0.09317673,0.022653552,-0.10260763,-0.23171419,-0.011102141,0.07106,0.17735527,-0.23736165,0.14674635,-0.036815625,0.07290802,0.095080234,0.0084839,0.05021378,-0.0046237563,0.14139032,-0.12504797,-0.17452197,0.022366006,-0.091140874,-0.04015827,-0.12248408,0.28924412,-0.1648403,-0.030068437,-0.06859323,0.08225542,0.10345142,-0.017583912,0.15081117,0.13186908,0.12253331,0.11581201,0.22077963,0.12133708,0.007763231,-0.012166113,0.09317741,0.02911659,-0.11928915,0.20080678,0.098157935,-0.06834225,-0.0045447303,-0.19071747,0.09021203,0.16421841,-0.12158283,-0.17524275,0.023057774,-0.19591141,-0.058516834,-0.064981975,0.12346674,-0.074487425,0.12278424,-0.22980617,-0.07698406,-0.045069553,-0.04544659,0.12717006,0.05424985,-0.045748007,-0.089016356,0.0017093336,-0.09408192,-0.08810218,-0.073941305,-0.069003746,0.124474615,0.016729882,-0.036417175,-0.13707969,-0.055078167,0.111953504,-0.007752826,-0.026662996,-0.057022158,-0.21872628,0.18401502,-0.19763027,-0.038166706,-0.051694866,0.012964866,0.06391121,-0.018145323,0.031933226,0.014876586,0.06197035,0.10576042,-0.13241734,-0.012055074,-0.0044863247,-0.17710817,0.15227476,0.10482645,0.054428022,-0.11129519,0.12292108,0.07224973,0.052336648,-0.050196175,-0.0761738,-0.026056092,0.09524647,0.17775086,-0.07261777,-0.03477291,0.014813881,-0.13534464,0.035172045,0.07434486,-0.0011876984,0.18024932,0.09314944,-0.13845757,0.07404929,0.030671913,0.09310389,-0.010399661,0.04997348,0.034694493,0.029217847,0.09459444,0.10024359,0.03504346,0.096325964,0.17538626,-0.052939024,0.07855419,0.031166367,-0.09908573,-0.16347222,0.13121636,0.013738685,0.10528028,-0.22844052,-0.020982943,-0.10289455
asked,-0.012148037,-0.0052445657,-0.062213775,0.13395348,0.124976635,-0.08001166,0.103715934,0.2173271,-0.056671824,0.10607278,-0.11502231,-0.04974578,0.024259945,0.042059835,-0.051090002,-0.077822894,-0.005683925,0.0709888,-0.0151884835,-0.18050948,0.06570267,-0.108649164,0.05938812,-0.07825919,-0.04034132,-0.030736323,-0.07139406,-0.07854755,-0.14674056,0.07286064,0.0780898,-0.013255664,0.026724473,-0.0043066824,-0.04392503,0.12441171,0.031893082,-0.06510926,-0.026042344,-0.061923716,-0.07848364,-0.018421382,-0.06499543,0.020409841,0.16009925,-0.039782982,-0.04959136,-0.12798111,0.104007885,0.07858019,0.052317876,-0.03114513,-0.047749326,-0.08266229,0.012732163,0.019965138,-0.062695414,-0.14048971,-0.17145896,-0.04175962,-0.078156695,-0.08656589,0.02838589,-0.08732909,-0.22412254,0.01113148,0.07056217,0.1554011,-0.20574953,0.12657222,-0.042447478,0.049908638,0.06489248,0.024906708,0.05224251,-0.017675154,0.13241468,-0.105827264,-0.16903459,0.012593407,-0.080825076,-0.02569915,-0.11663069,0.251044,-0.15151821,-0.025685104,-0.08387741,0.075311065,0.089462,-0.029526774,0.14998268,0.12945966,0.11112276,0.09703497,0.18492723,0.114884846,0.02351322,-0.005226943,0.079211496,0.044693593,-0.11312385,0.17004807,0.08454744,-0.07505978,-0.008291251,-0.16398175,0.08820148,0.14209569,-0.10565578,-0.17545521,0.02172736,-0.18069477,-0.033955973,-0.05767777,0.108497195,-0.08141967,0.10197955,-0.22559851,-0.06687128,-0.049300518,-0.042011455,0.13255732,0.06253137,-0.048864815,-0.08371392,-0.0070992475,-0.09665284,-0.07666224,-0.057061907,-0.059883557,0.09315552,0.026197502,-0.03281724,-0.11292854,-0.052035235,0.11954095,-0.018007953,-0.032585945,-0.055023476,-0.19840679,0.16959406,-0.19730008,-0.05266161,-0.041597378,0.005336925,0.037545964,-0.012835414,0.03797965,0.012683604,0.05375696,0.08451092,-0.1230057,-0.001349815,0.000533319,-0.1607249,0.12053671,0.12519678,0.028215617,-0.077297255,0.102967255,0.06284231,0.050625052,-0.037849966,-0.06965515,-0.04074871,0.076734625,0.14656691,-0.058543507,-0.039294068,0.03646661,-0.11291385,0.02676043,0.055056326,-0.01321009,0.15525255,0.06240612,-0.11238675,0.045114983,0.038149208,0.08679397,-0.019344226,0.045346245,0.021009339,0.0066488925,0.08857355,0.077736534,0.012576109,0.09076032,0.1390365,-0.053644948,0.07084782,0.01812142,-0.07107355,-0.12952295,0.11225921,0.014131101,0.096421465,-0.20005608,-0.008265491,-0.07879792
still,-0.0030109435,-0.0038588713,-0.07492403,0.15328938,0.1431266,-0.086963974,0.12145836,0.2297178,-0.062540814,0.10466297,-0.12875696,-0.0640038,0.02422883,0.05165882,-0.07405367,-0.079927675,-0.0039033452,0.07609556,-0.016396655,-0.18219025,0.064519085,-0.114529476,0.058597818,-0.09778856,-0.041585334,-0.01916694,-0.07463713,-0.07793454,-0.15833057,0.07615342,0.09083719,-0.030550078,0.032327045,0.0039372747,-0.047597546,0.13691005,0.05126587,-0.06160015,-0.025537066,-0.079263434,-0.075620025,-0.01943535,-0.06548294,0.0026546738,0.16901831,-0.040020473,-0.04887558,-0.14894672,0.113795094,0.08209015,0.060524564,-0.04796542,-0.048584174,-0.0838268,0.012371012,0.029178595,-0.07250604,-0.16066852,-0.18653679,-0.056518197,-0.08753482,-0.10166057,0.027710604,-0.089671284,-0.23199692,0.0056456975,0.061186496,0.17112106,-0.21838808,0.14622334,-0.053577393,0.057486314,0.087286666,0.036818415,0.06381012,-0.018010695,0.13327746,-0.108215794,-0.17607306,0.01597083,-0.10033638,-0.035781797,-0.14255475,0.2868307,-0.17834838,-0.027041532,-0.07939025,0.07979248,0.08636497,-0.043249905,0.16553967,0.1407035,0.12663561,0.11521176,0.21364482,0.107578315,0.020370342,0.00595384,0.0841407,0.0494951,-0.1185293,0.18453905,0.087443694,-0.058106754,0.009542589,-0.1770902,0.09037303,0.15997005,-0.1067638,-0.18371873,0.015479823,-0.18373713,-0.04454142,-0.06182271,0.100153856,-0.086532116,0.11317655,-0.24528104,-0.07630841,-0.068045735,-0.050557833,0.14746298,0.06504902,-0.046331793,-0.07950035,-0.010571714,-0.101436496,-0.07607585,-0.057023786,-0.07833661,0.08172231,0.035041753,-0.03970853,-0.12300083,-0.050684996,0.120488256,-0.015665773,-0.03494091,-0.069444865,-0.20826688,0.18165568,-0.2109329,-0.056822337,-0.042575687,-0.010008854,0.041376457,-0.022076547,0.036849294,0.01870918,0.0628023,0.09008815,-0.15157072,-0.0021376805,-0.0018587084,-0.16499823,0.13275483,0.12344628,0.047285847,-0.05481895,0.11862578,0.07733869,0.03775046,-0.032229606,-0.0726381,-0.044478733,0.06647797,0.15357141,-0.059778392,-0.04618413,0.019954138,-0.10705856,0.03465139,0.059374157,-0.020664439,0.16448307,0.06642208,-0.12004106,0.04811605,0.030439978,0.09220541,-0.018527027,0.049253605,0.037654042,0.016303645,0.09627759,0.10479775,0.018453281,0.09775378,0.15603417,-0.068472624,0.07437243,0.012269533,-0.07883243,-0.13737275,0.12561299,0.025313638,0.09291904,-0.22027595,0.002049006,-0.08677461
or,0.043249335,-0.055935416,-0.07741652,0.21953762,0.2120631,-0.15399161,0.12828799,0.2939653,-0.10045794,0.10507238,-0.14044774,-0.10459672,0.037690964,0.087537415,-0.10872859,-0.03776703,-0.009875074,0.034242906,0.014073216,-0.18303046,0.026365478,-0.07452341,0.048594333,-0.08045555,0.0110239675,-0.010159621,-0.11774176,-0.04493736,-0.13672607,0.108521186,0.11354913,-0.055196833,0.089958034,0.031438813,-0.06822833,0.1937542,0.09338748,-0.049998604,-0.03792738,-0.10760082,-0.06621892,-0.044063225,-0.033133913,0.0053108046,0.21078004,-0.019887678,-0.050332718,-0.19794819,0.092503816,0.07216716,0.08241326,-0.07798372,-0.0871876,-0.099782325,0.0056963004,0.03967894,-0.081228465,-0.18320939,-0.2133627,-0.03655047,-0.11674201,-0.09466441,0.037323944,-0.07318247,-0.2848181,0.020748183,0.08009267,0.1751842,-0.18796907,0.15003484,-0.11830983,0.007973071,0.069289684,0.04970965,0.094338045,-0.031619813,0.11633089,-0.10673051,-0.25272417,0.0019951917,-0.088910475,-0.009504816,-0.14194646,0.33022135,-0.20262535,-0.02967334,-0.13150646,0.10831932,0.05255266,-0.08006757,0.21271871,0.117349796,0.11073334,0.12883772,0.23203485,0.13139941,0.036599208,0.01891558,0.08138295,0.10138855,-0.16902207,0.20416239,0.067858994,-0.030947007,-0.038848754,-0.15197816,0.10654259,0.15612127,-0.13624097,-0.21508309,-0.008559027,-0.16647805,-0.023735445,-0.06112312,0.08502394,-0.10396504,0.09788677,-0.31649122,-0.075097874,-0.095973745,-0.068014905,0.19943942,0.07106397,-0.0611124,-0.064178616,0.011190932,-0.11809258,-0.043805297,-0.028573886,-0.0836795,0.033341214,0.036175773,-0.020491388,-0.066506505,-0.037016843,0.1670588,0.0015885531,-0.072857775,-0.07407106,-0.17929554,0.13425626,-0.24494168,-0.08351371,-0.01184212,-0.025214087,-0.012117115,-0.0046805837,0.033848897,0.030536847,0.07573942,0.06107655,-0.16017336,-0.00245943,-0.018448716,-0.14455353,0.12072441,0.18303634,0.02746109,0.010067014,0.12077293,0.07897237,0.035744,0.014053205,-0.053143132,-0.052264355,0.026416047,0.090315305,-0.031212198,-0.091219746,0.041033775,-0.0831966,0.03337395,0.050265554,-0.044658672,0.15387493,0.021473065,-0.08768432,0.019792499,0.024254428,0.11707801,-0.04667874,0.035124697,0.017723294,0.008283221,0.095972545,0.088489,-0.0006000496,0.08094774,0.13411029,-0.057069562,0.047118176,0.0058261408,-0.0600822,-0.08130097,0.074707665,0.008733406,0.089641556,-0.19016644,0.014518176,-0.047543243
like,0.023954308,-0.029703023,-0.07256604,0.17898227,0.1597225,-0.1191661,0.10690107,0.26641375,-0.0956092,0.105235666,-0.13251151,-0.08137028,0.029336931,0.074203804,-0.07768156,-0.060751073,-0.0029877874,0.05854506,-0.0011066943,-0.18843329,0.04446935,-0.09826483,0.046395194,-0.083609164,-0.021055516,-0.025928637,-0.104750216,-0.072204515,-0.13488369,0.08939974,0.09597303,-0.037132714,0.054006357,0.01471737,-0.05867732,0.15057254,0.062643774,-0.05881806,-0.034066617,-0.07477308,-0.07364158,-0.029741788,-0.04679613,0.015701706,0.17972115,-0.030369887,-0.041457187,-0.17479801,0.10493496,0.069824986,0.07563776,-0.06460123,-0.052212972,-0.09422598,0.0030189308,0.03686566,-0.07901386,-0.1610585,-0.20157482,-0.045525603,-0.080721095,-0.092249244,0.025739223,-0.08283511,-0.24554913,0.014348261,0.08207049,0.169485,-0.1918946,0.13243529,-0.08107325,0.024542617,0.08222519,0.029405355,0.07748373,-0.017437318,0.12751892,-0.10660736,-0.20974892,0.014595254,-0.07385863,-0.013670564,-0.13948712,0.30278316,-0.17459925,-0.033449225,-0.10445551,0.08615068,0.0745322,-0.058133375,0.18434484,0.12600395,0.10521242,0.12310071,0.21145971,0.11869253,0.023497483,-0.0008894859,0.07842293,0.06841879,-0.13932788,0.18854257,0.084548414,-0.056990523,-0.022322185,-0.16021432,0.101732515,0.15409794,-0.12672067,-0.19292812,0.014211392,-0.17340611,-0.032545805,-0.063260175,0.090211675,-0.08469837,0.110459894,-0.27120182,-0.06571201,-0.0785571,-0.061863814,0.15648328,0.071239986,-0.047544762,-0.064981446,0.011438631,-0.10333163,-0.05593736,-0.0610434,-0.07680425,0.06402561,0.015996732,-0.024105374,-0.093727365,-0.037756562,0.13504927,-0.005341364,-0.051466774,-0.060651075,-0.1845413,0.14866386,-0.21613547,-0.06535207,-0.024095315,-0.015232318,0.020053944,-0.017663814,0.025671827,0.030885816,0.07807508,0.07313247,-0.14960545,-0.0035635382,-0.006044738,-0.14386034,0.1332355,0.15165105,0.038824175,-0.03645611,0.11507354,0.06991205,0.03590941,-0.019755535,-0.054014105,-0.04143411,0.058850087,0.12886824,-0.040746324,-0.062684305,0.029689407,-0.09865182,0.030563012,0.056937404,-0.022344183,0.14275935,0.056622837,-0.10881263,0.041561928,0.03160146,0.110930145,-0.03769219,0.03515211,0.027946366,0.020067655,0.09652992,0.09073133,0.00937679,0.09954531,0.14468202,-0.05235949,0.05834933,0.023318788,-0.060477495,-0.109826095,0.09525769,0.008918661,0.09361307,-0.20006123,-0.015244713,-0.07415456
sat,-0.0666777,0.05717388,-0.05710732,0.07322772,0.08119686,-0.0031809155,0.11148704,0.20593537,-0.058429275,0.11351357,-0.12394004,-0.004934034,0.025801407,0.009606433,-0.009483451,-0.11816267,-0.00032775034,0.1382749,-0.05414317,-0.2163144,0.11212905,-0.18682218,0.06437655,-0.13201323,-0.12163446,-0.037738733,-0.050591253,-0.14872427,-0.17620714,0.039236452,0.059253514,-0.0007347176,-0.032764696,-0.031092469,-0.04894805,0.07624601,-0.0016078167,-0.09338705,-0.015120381,-0.038566105,-0.09719794,0.017183235,-0.13155082,0.015299412,0.12755702,-0.082378216,-0.03847356,-0.072919235,0.1290517,0.07955305,0.041792043,-0.0064515085,-0.007662232,-0.06255753,0.027246827,-0.0016108153,-0.041631896,-0.121614985,-0.16082531,-0.06022377,-0.03807296,-0.09408001,0.026877586,-0.12044267,-0.211683,-0.021518322,0.054739803,0.1738671,-0.2500979,0.14691976,0.0132322945,0.113364935,0.09768528,-0.0018225322,0.033809688,-0.0042384495,0.17162482,-0.12410207,-0.14013703,0.026479844,-0.11582051,-0.07331978,-0.14042783,0.2585091,-0.13445315,-0.024336753,-0.030720089,0.07546209,0.13187328,-0.011561297,0.11646549,0.16136344,0.15269798,0.110353574,0.22008406,0.12349085,-0.008540627,-0.034960024,0.09717177,0.0035491125,-0.06946541,0.19424511,0.12737225,-0.10665602,0.02009303,-0.22458544,0.08522584,0.16958208,-0.12024357,-0.1823733,0.046658948,-0.22469488,-0.05349299,-0.08294873,0.13651784,-0.08477799,0.14330447,-0.17435323,-0.081107005,-0.008367123,-0.027366985,0.08223525,0.067511335,-0.03303274,-0.12311666,-0.01989047,-0.08566491,-0.107190765,-0.09375311,-0.06987663,0.17090735,-0.004229423,-0.040704,-0.19725983,-0.09072288,0.08929202,-0.016017988,-0.006203005,-0.043523453,-0.25935742,0.21522258,-0.18205024,-0.027084308,-0.069805786,0.011148914,0.109228574,-0.020100113,0.026013907,-0.026787978,0.056779698,0.10345899,-0.1267647,0.017531613,-0.0060231294,-0.20695747,0.15202442,0.05566533,0.07479401,-0.15965195,0.111155815,0.06314994,0.06450679,-0.09515886,-0.10067578,-0.0085067,0.14203066,0.22097829,-0.09685871,-0.0005657534,0.0083248755,-0.15841328,0.03630538,0.07647816,0.019118682,0.19958682,0.13982426,-0.18677108,0.08440237,0.05306266,0.074329406,0.022333829,0.07180958,0.048314992,0.036005285,0.10517576,0.120942004,0.02465024,0.11630676,0.2008645,-0.07637521,0.089753866,0.031062916,-0.12543014,-0.20942765,0.15889204,0.01651612,0.11611205,-0.24631149,-0.04413569,-0.14483018
till,-0.03736246,0.041894495,-0.06948463,0.09907555,0.09571749,-0.045214012,0.1267637,0.2084709,-0.05327085,0.118861504,-0.11498946,-0.014973851,0.019967388,0.032834772,-0.033676587,-0.10124066,-9.1879636e-05,0.11706235,-0.05088468,-0.20258485,0.10462461,-0.1668552,0.06650126,-0.11925744,-0.09904944,-0.036471713,-0.058829606,-0.12951225,-0.18104021,0.0505319,0.07282903,-0.0051353215,-0.028421616,-0.018863369,-0.0449469,0.11099548,6.10832e-05,-0.08524024,-0.0120357685,-0.053814888,-0.09431755,0.002416036,-0.10437004,0.0041831024,0.16184291,-0.058475032,-0.05416285,-0.09389431,0.13782087,0.08585609,0.051772747,-0.027137673,-0.021533156,-0.06412624,0.024066573,0.012636309,-0.049548008,-0.14303389,-0.1732614,-0.05574206,-0.056142412,-0.097767025,0.019799806,-0.10582665,-0.20899107,-0.0071754595,0.07398306,0.15404195,-0.24113844,0.143011,-0.0029978761,0.09763925,0.09946104,0.008704884,0.04838504,-0.008692081,0.14989991,-0.12875214,-0.13600372,0.018943794,-0.108960666,-0.046606563,-0.12636398,0.26493865,-0.15320943,-0.026026685,-0.05268093,0.061482746,0.1202351,-0.006318602,0.12900147,0.15104978,0.1318122,0.10091999,0.2152625,0.11526489,-0.0013463383,-0.021221723,0.08798711,0.023925317,-0.084010296,0.18492514,0.11419357,-0.08651991,0.022453288,-0.2085801,0.09415152,0.16314435,-0.104292326,-0.17466483,0.046273045,-0.21537745,-0.06859421,-0.06539498,0.13449638,-0.07591788,0.12099188,-0.20267484,-0.07570175,-0.027970435,-0.034618344,0.10942324,0.06689743,-0.031339314,-0.1209268,-0.020939156,-0.09523227,-0.09825625,-0.08439402,-0.06729384,0.14737482,0.018522833,-0.037502024,-0.16387886,-0.063985884,0.09257821,-0.018403031,-0.0102022225,-0.061834283,-0.2454467,0.20776795,-0.19703631,-0.03977671,-0.05947255,0.014474376,0.08436296,-0.026631169,0.043518193,-0.0017060887,0.06331709,0.10894275,-0.13242802,-0.0005842951,0.0012824821,-0.19617054,0.14909981,0.08992781,0.056685124,-0.12866113,0.11296548,0.06645696,0.061366,-0.07695987,-0.10130959,-0.012851474,0.112507,0.19887096,-0.07147917,-0.006844951,0.021482997,-0.1465698,0.027759623,0.074512936,0.008432816,0.18359408,0.102272324,-0.15643635,0.06885096,0.034031436,0.06762499,0.011525702,0.064397186,0.034383006,0.011344064,0.09966206,0.10797924,0.03417685,0.11013289,0.18413964,-0.073020555,0.08584572,0.027500201,-0.100786105,-0.17732757,0.1594467,0.022513902,0.10820714,-0.23917201,-0.026939068,-0.115589485
beautiful,-0.009692104,0.0060951007,-0.06380163,0.13557015,0.122863464,-0.06483747,0.12135762,0.23230726,-0.07062622,0.1038168,-0.12473028,-0.062693916,0.032225132,0.040902328,-0.049591996,-0.08170377,0.001324133,0.09154473,-0.019270707,-0.18595189,0.07758372,-0.11230969,0.06150415,-0.099838324,-0.049390655,-0.030287601,-0.07369609,-0.09207717,-0.15629421,0.066221684,0.07708103,-0.018181255,0.026679968,0.0113902865,-0.058559593,0.12548341,0.04084328,-0.06515945,-0.020652609,-0.06362277,-0.078553855,-0.011667716,-0.0807307,0.007992578,0.15387882,-0.04948677,-0.043560196,-0.136029,0.11474927,0.082133286,0.060587913,-0.04469243,-0.038850054,-0.0820547,0.026345478,0.024850959,-0.06788232,-0.15191165,-0.17851573,-0.04707637,-0.08016241,-0.10381237,0.031318743,-0.09166515,-0.23101257,0.0076526343,0.061854277,0.16992976,-0.22862647,0.13832001,-0.043406602,0.061368845,0.08384979,0.02435275,0.04444271,-0.015994536,0.13802011,-0.113597296,-0.16937646,0.01690741,-0.08775831,-0.040409803,-0.13093647,0.28560823,-0.17307016,-0.02624695,-0.076709464,0.08156454,0.094800234,-0.03286194,0.15501831,0.14604563,0.12730445,0.11807766,0.2076473,0.11155586,0.021978576,-0.0062710573,0.08772953,0.029467551,-0.10768457,0.17823067,0.08844479,-0.06469277,0.007683336,-0.17365962,0.085298456,0.16828519,-0.11378511,-0.17848118,0.009355993,-0.19717768,-0.046112705,-0.060372274,0.10668504,-0.07714031,0.12944214,-0.23666546,-0.06451193,-0.059117183,-0.053943995,0.13592614,0.062446646,-0.053009488,-0.08108988,-0.008918521,-0.11465026,-0.069805816,-0.072049074,-0.07390155,0.10245644,0.025718974,-0.031962223,-0.13139303,-0.04962993,0.1188317,-0.017484067,-0.023744084,-0.061053395,-0.20189823,0.17808102,-0.20230597,-0.04231419,-0.038674835,-0.0017371477,0.055374935,-0.025303328,0.036287915,0.016391482,0.063088745,0.093861654,-0.15304758,-0.004169303,0.0060849483,-0.16169478,0.1355408,0.11735897,0.05449317,-0.076728456,0.12456093,0.07779133,0.053346958,-0.040681936,-0.06370553,-0.03581631,0.094695844,0.16317762,-0.056953542,-0.040404588,0.019824967,-0.12291504,0.03594279,0.05722883,-0.005602463,0.17125213,0.070500456,-0.12475206,0.055648066,0.038528487,0.09081514,-0.011594527,0.0444577,0.041085716,0.017863244,0.11092504,0.11205603,0.024847617,0.09245558,0.16845499,-0.070540175,0.084070586,0.010413509,-0.08365049,-0.136539,0.12083484,0.008866172,0.09805667,-0.22471589,-0.01339981,-0.09296653
