doc_title,chunk_id,T0,T1,T2,T3,T4
IRON HANS,11,0.008090362487190049,0.31494792215049044,0.008454684892285652,0.008450504933124313,0.6600565255369095
IRON HANS,12,0.007845008537758524,0.968582262113002,0.007833804127733924,0.007786971384660163,0.007951953836845225
IRON HANS,13,0.010067723559467764,0.9595731843619101,0.010128369740206197,0.010150874466180454,0.010079847872235443
IRON HANS,14,0.10290472468639723,0.7863683881223393,0.01280841263584469,0.012674665374623107,0.0852438091807956
IRON HANS,15,0.01189275529589692,0.4627542125773678,0.2890093352155824,0.011948494852720454,0.22439520205843252
IRON HANS,16,0.08906821719554053,0.8784661499057429,0.010706263692566859,0.01101312874638835,0.010746240459761415
IRON HANS,17,0.008073897518239524,0.9675170709413409,0.008119786696186881,0.00808434529353541,0.008204899550697373
IRON HANS,18,0.011915217752231819,0.7228887297110459,0.012043160444833672,0.011985690807656338,0.24116720128423236
IRON HANS,19,0.008770735268669727,0.9645753750942282,0.008743062324957541,0.009138434092329334,0.008772393219815239
IRON HANS,20,0.012547259618766125,0.7908825630605119,0.01255506025904459,0.17120623622106174,0.01280888084061566
IRON HANS,21,0.008762760518620157,0.8242971724130895,0.1489950301971381,0.009026872507305168,0.008918164363846962
IRON HANS,22,0.009440620838196299,0.9627358605407031,0.009381923095813661,0.009237202776390376,0.009204392748896732
IRON HANS,23,0.011226561142802087,0.9551342163755291,0.011223765099647452,0.011156242505268088,0.011259214876753477
IRON HANS,24,0.011846299718182114,0.9522866050565554,0.011820191179234042,0.012176674699154021,0.01187022934687453
JORINDA AND JORINDEL,0,0.17329883492532783,0.008241246610584934,0.191773523565371,0.00813028869419156,0.6185561062045247
JORINDA AND JORINDEL,1,0.698673770946212,0.008096635528599374,0.008133590340295354,0.008064954899534005,0.27703104828535924
JORINDA AND JORINDEL,2,0.7564394106111342,0.06962426391637837,0.15453083630670555,0.0096736911840704,0.009731797981711445
JORINDA AND JORINDEL,3,0.5137514049710405,0.457082936032452,0.009812673095476131,0.009653396279338053,0.00969958962169317
JORINDA AND JORINDEL,4,0.4863124644971617,0.011915562955524088,0.011909395461349828,0.011821416531856862,0.47804116055410767
JORINDA AND JORINDEL,5,0.8740389327487444,0.00919927805389524,0.09823334390695868,0.009186439246311958,0.009342006044089626
JORINDA AND JORINDEL,6,0.9632549982869898,0.009200782520059665,0.009159380445669385,0.009171636345938323,0.009213202401342706
JORINDA AND JORINDEL,7,0.9595469641923361,0.010050892663938429,0.010130084351289138,0.01006759880754119,0.01020445998489521
JORINDA AND JORINDEL,8,0.9372940803631259,0.015703461657667183,0.01561509490377737,0.015789954669662903,0.015597408405766773
KING GRISLY-BEARD,0,0.015655172209524053,0.016022350328310286,0.015573160550472974,0.015528456013360946,0.9372208608983318
KING GRISLY-BEARD,1,0.016727468688074176,0.3362401325484019,0.2184845891657246,0.01686125947738598,0.4116865501204133
KING GRISLY-BEARD,2,0.15717718368973627,0.2343668137133511,0.00920739133712028,0.009164798392765735,0.5900838128670266
KING GRISLY-BEARD,3,0.010934355525510498,0.010702660403430144,0.010675238067684676,0.010708554814201597,0.956979191189173
KING GRISLY-BEARD,4,0.17968067510130845,0.009631625441698662,0.009862546975198585,0.009687161958061418,0.7911379905237329
KING GRISLY-BEARD,5,0.5477200518799414,0.011978571832141856,0.011862230130681214,0.011976955121777886,0.41646219103545745
KING GRISLY-BEARD,6,0.3019127253067644,0.012845282225402882,0.01264648722070452,0.012784450821532239,0.659811054425596
KING GRISLY-BEARD,7,0.4693230198975321,0.010106198923480846,0.010308979211880974,0.010274879696275632,0.4999869222708305
KING GRISLY-BEARD,8,0.011415743066239143,0.10677000679086496,0.2642510135394024,0.01123255218044441,0.606330684423049
KING GRISLY-BEARD,9,0.20917154885871006,0.12228888231355302,0.012753884035123219,0.012650925931280366,0.6431347588613334
KING GRISLY-BEARD,10,0.956959628406007,0.010711513519756766,0.01072944179040373,0.01059473626680468,0.011004680017027936
